Class-IRI	Class-Text
fma:Anterior_communicating_artery	anterior communicating artery <sep> arteria communicans anterior
fma:Internal	internal
fma:Meningothelial_cell	meningothelial cell
fma:Alveolar_epithelial_cell	alveolar cell <sep> alveolar epithelial cell <sep> pneumocyte <sep> pneumonocyte
fma:Megakaryocyte	megakaryocyte
fma:Pupil	pupil <sep> pupilla
fma:Betaglycan	betaglycan
fma:Surface_ectoderm	surface ectoderm
fma:Lateral_cerebellomedullary_cistern	lateral cerebellomedullary cistern <sep> cisterna cerebellomedullaris lateralis
fma:Anterior_perforated_substance	anterior perforated area <sep> anterior perforated space <sep> anterior perforated substance <sep> olfactory area (mai) <sep> olfactory tubercle <sep> area olfactoria (mai) <sep> area olfactoria (shantha) <sep> eminentia parolfactoria <sep> substantia perforata anterior <sep> substantia perforata rostralis <sep> tuberculum olfactorium
fma:Nucleus_of_brain	brain nucleus <sep> nucleus of brain
fma:Internal_ear	inner ear <sep> internal ear <sep> auris interna
fma:Pectoralis_major	pectoralis major <sep> musculus pectoralis major
fma:Bone_of_lunate	bone of lunate <sep> bone of lunate bone
fma:Chief_cell_of_stomach	chief cell of stomach <sep> gastric chief cell <sep> gastric zymogenic cell <sep> peptic cell <sep> zymogenic cell of stomach
fma:Splenic_pulp	malpighian corpuscles <sep> splenic pulp <sep> pulpa lienalis <sep> pulpa splenica
fma:Norepinephrine	noradrenaline <sep> norepinephrine
fma:Testicular_vein	testicular vein <sep> testicular venous tree
fma:Crest	crest <sep> ridge <sep> crista
fma:Cytoskeletal_filament	cytoskeletal filament
fma:Forebrain	forebrain <sep> prosencephalon
fma:Right_lung	right lung <sep> pulmo dexter
fma:Decidua	decidous membrane <sep> decidua
fma:Skin_of_foot	foot skin <sep> skin of foot
fma:Patella	knee bone <sep> patella
fma:Rectum	rectum
fma:Bone_of_hamate	bone of hamate <sep> bone of hamate bone
fma:Left_kidney	left kidney
fma:Transitional_epithelial_cell_of_urinary_bladder	bladder transitional cell <sep> transitional epithelial cell of urinary bladder <sep> urinary tract transitional epithelial cell <sep> urothelial cell
fma:Postcentral_gyrus	postcentral convolution <sep> postcentral gyrus <sep> posterior central gyrus <sep> postrolandic gyrus <sep> gyrus centralis posterior <sep> gyrus postcentralis
fma:Special_sense_organ_system	special sense organ system
fma:Plantar_metatarsal_artery	plantar metatarsal artery <sep> plantar metatarsal branch of plantar arch
fma:Sarcoplasmic_reticulum	sarcoplasmic reticulum
fma:Perineurium	perineurium
fma:Segment_of_palm	palm subdivision <sep> segment of palm <sep> subdivision of palm
fma:Gamma_motor_neuron	gamma motor neuron
fma:Vestibular_labyrinth	vestibular labyrinth <sep> labyrinthus vestibularis
fma:Labium_majus	labium majus <sep> labium majus pudendi
fma:Erector_spinae_muscle_group	erector spinae <sep> erector spinae muscle group <sep> musculus erector spinae
fma:Superior_anastomotic_vein	superior anastomotic vein <sep> superior anastomotic vein of trolard <sep> vena anastomotica superior
fma:Set_of_muscles_of_abdomen	muscle group of abdomen <sep> muscles of abdomen <sep> set of muscles of abdomen <sep> musculi abdominis
fma:Cytoplasmic_inclusion	cytoplasmic inclusion
fma:Left_adrenal_gland	left adrenal gland <sep> left suprarenal gland
fma:Cell_to_matrix_adherens_junction	cell to matrix adherens junction <sep> cell-to-extracellular matrix junction
fma:Set_of_lumbar_arteries	lumbar arteries <sep> lumbar arteries set <sep> set of lumbar arteries <sep> arteriae lumbales
fma:Capsule_of_ovary	capsule of ovary <sep> ovarian capsule <sep> ovary capsule
fma:Circumflex_branch_of_left_coronary_artery	circumflex branch of left coronary artery <sep> circumflex coronary artery <sep> left circumflex branch of left coronary artery <sep> ramus circumflexus (arteria coronaria sinistra)
fma:Malleus	malleus
fma:Epiphysis	end of long bone <sep> epiphysis
fma:Upper_lobe_of_left_lung	left upper lobe <sep> left upper lobe of lung <sep> superior lobe of left lung <sep> upper lobe of left lung <sep> lobus superior (pulmo sinister) <sep> lobus superior pulmonis sinistri
fma:Somatotroph	growth hormone secreting cell <sep> somatotrope cell <sep> somatotroph
fma:Motor_neuron	anterior horn cell <sep> motoneuron <sep> motor neuron
fma:Cuboidal_cell	cuboidal cell
fma:Sacral_nerve	sacral nerve <sep> sacral spinal nerve <sep> nervus sacralis
fma:Splenial_artery	dorsal branch of medial occipital artery to corpus callosum <sep> splenial artery <sep> ramus corporis callosi dorsalis (arteria occipitalis medialis)
fma:Lateral_rectus	lateral rectus <sep> musculus rectus lateralis
fma:Root_of_tooth	radix corona <sep> root of tooth <sep> tooth root <sep> radix dentis
fma:Superior_temporal_sulcus	parallel sulcus <sep> sulcus t1 <sep> superior temporal fissure <sep> superior temporal sulcus <sep> sulcus temporalis primus <sep> sulcus temporalis superior
fma:Gray_matter_of_neuraxis	gray matter <sep> gray matter of neuraxis <sep> grey matter <sep> grey substance <sep> substantia grisea
fma:Bone_marrow_cell	bone marrow cell
fma:Falciform_ligament	falciform ligament <sep> falciform ligament of liver <sep> ligamentum falciforme (hepatis) <sep> ligamentum falciforme hepatis
fma:Crest	crest <sep> ridge <sep> crista
fma:Exocrine_pancreas	exocrine pancreas <sep> pars exocrina pancreatis
fma:Vertebral_arch_joint	facet joint <sep> joint of vertebral arch <sep> joint of vertebral articular process <sep> vertebral arch joint <sep> zygapophyseal joint <sep> zygapophysial joint
fma:Common_hepatic_duct	common hepatic duct <sep> hepatic duct <sep> ductus hepaticus communis
fma:Crown_of_tooth	anatomical crown <sep> crown of tooth <sep> tooth crown <sep> corona dentis
fma:Set_of_interphalangeal_joints_of_hand	interphalangeal joints of hand <sep> set of interphalangeal joints of hand <sep> articulationes interphalangeae manus
fma:Heterochromatin	heterochromatin
fma:Heparin	heparin
fma:Tooth	tooth
fma:Midbrain	midbrain <sep> mesencephalon
fma:Lymphatic_system	lymphatic system <sep> lymphatic tree system
fma:Lipid_bilayer_of_plasma_membrane	lipid bilayer of plasma membrane
fma:Lymph_node	lymph node <sep> lymphonodus <sep> nodus lymphaticus <sep> nodus lymphoideus
fma:Urine	urine
fma:Subsegmental_bronchus	subsegmental bronchus
fma:Fascia_cluster	fascia cluster <sep> fascia
fma:Central_tendon	central tendon <sep> central tendon of diaphragm <sep> centrum tendineum <sep> centrum tendineum diaphragmatis
fma:Pancreatic_acinus	acinus pancreaticus <sep> pancreatic acinus
fma:Blast_cell	blast cell
fma:Fucose	6-deoxygalactose <sep> fucose
fma:Seminal_fluid	seminal fluid
fma:Set_of_neuroglial_cells	glia <sep> neuroglial cells set <sep> set of glial cells <sep> set of neuroglial cells <sep> neuroglia
fma:Retroperitoneal_compartment	retroperitoneal compartment
fma:Lingual_artery	lingual artery <sep> lingual branch of external carotid artery <sep> arteria lingualis
fma:Articular_cartilage	articular cartilage <sep> cartilago articularis
fma:Immune_system	immune system
fma:Muscularis_mucosae_of_esophagus	lamina muscularis of esophageal mucous membrane <sep> muscularis mucosae of esophagus <sep> lamina muscularis mucosae (oesphagus)
fma:Posterior_tibial_vein	posterior tibial vein
fma:Glenoid_fossa	cavitus glenoidalis <sep> glenoid cavity <sep> glenoid cavity of scapula <sep> glenoid fossa <sep> cavitas glenoidalis scapulae
fma:Rhomboid_fossa_of_fourth_ventricle	floor of fourth ventricle <sep> rhomboid fossa <sep> rhomboid fossa of fourth ventricle <sep> fossa rhomboidea
fma:Superficial_fascia	subcutaneous tissue <sep> superficial fascia <sep> tela subcutanea
fma:Set_of_sigmoid_arteries	set of sigmoid arteries <sep> sigmoid arteries <sep> sigmoid arteries set <sep> arteria sigmoideae
fma:Vagus_nerve	tenth cranial nerve <sep> vagus <sep> vagus nerve <sep> vagus nerve [x] <sep> vagus nerve tree <sep> nerve x <sep> nervus vagus <sep> nervus vagus [x]
fma:Branch_of_anterior_cerebral_artery	anterior cerebral arterial branch <sep> branch of anterior cerebral artery
fma:Submucosa_of_large_intestine	large intestinal submucosa <sep> submucosa of large intestine <sep> tela submucosa intestini crassi
fma:Serosa_of_uterus	serosa of uterus <sep> serous coat of uterus <sep> tunica serosa (perimetrium) <sep> uterine serosa <sep> visceral peritoneum of uterus <sep> perimetrium <sep> tunica serosa uteri
fma:Right	right
fma:Spermatid	nematoblast <sep> spermatid
fma:Fascicle	fascicle <sep> fasciculus
fma:Set_of_cavities	cavities <sep> cavities set <sep> set of cavities
fma:Subcutaneous_adipose_tissue	fatty layer of subcutaneous tissue <sep> subcutaneous adipose tissue <sep> panniculus adiposus (tela subcutanea) <sep> panniculus adiposus telae subcutaneae
fma:Main_bronchus	bronchus principalis <sep> main bronchus <sep> primary bronchus <sep> principal bronchus
fma:Skin_of_head	head skin <sep> skin of head
fma:Set_of_axillary_lymph_nodes	axillary lymph nodes <sep> axillary lymph nodes set <sep> set of axillary lymph nodes <sep> nodi lymphoidei axillares
fma:Gastrointestinal_tract	gastro-intestinal system <sep> gastrointestinal system <sep> gastrointestinal tract
fma:Golgi_complex	complexus gogliensis <sep> complexus golgiensis <sep> dictyosome <sep> golgi apparatus <sep> golgi complex <sep> golgi ribbon
fma:Inner_nuclear_membrane	inner lipid bilayer of nucleus <sep> inner nuclear membrane <sep> membrana nuclearis interna <sep> nuclear inner membrane
fma:Decidua_basalis	decidua basalis
fma:Prostatic_epithelium	prostatic epithelium
fma:Rectovesical_pouch	recto-vesical pouch <sep> rectovesical pouch <sep> rectovesical space <sep> excavatio rectovesicalis
fma:Lobule_of_pinna	auricular lobule <sep> ear lobe <sep> ear lobule <sep> lobe of ear <sep> lobule of auricle <sep> lobule of auricle of ear <sep> lobule of pinna <sep> pinna lobule <sep> lobulus auriculae
fma:Iliolumbar_vein	iliolumbar vein <sep> vena iliolumbalis
fma:Cochlear_nerve	auditory nerve <sep> cochlear nerve <sep> cochlear root of acoustic nerve <sep> cochlear root of eighth cranial nerve <sep> nervus cochlearis
fma:Node_of_Ranvier	node of ranvier <sep> ranvier node <sep> ranvier's node
fma:Renal_interstitial_cell	renal interstitial cell
fma:Left_hepatic_duct	left hepatic duct <sep> ductus hepaticus sinister
fma:Interstitial_cell_of_Cajal	interstitial cell of cajal
fma:Left_common_iliac_artery	left common iliac artery <sep> trunk of left common iliac arterial tree
fma:Thyrotroph	pituitary thyrotropic cell <sep> thyroid stimulating hormone secreting cell <sep> thyrotrope cell <sep> thyrotroph
fma:N_cadherin	n-cadherin
fma:Hemopoietic_tissue	haemopoietic tissue <sep> hematopoietic tissue <sep> hemopoietic tissue <sep> textus haemopoieticus
fma:Maxillary_artery	internal maxillary artery <sep> maxillary artery <sep> arteria maxillaris
fma:Pars_tuberalis_of_adenohypophysis	pars infundibularis of adenohypophysis <sep> pars tuberalis of adenohypophysis <sep> pars tuberalis of anterior lobe of pituitary gland <sep> pars tuberalis (glandula pituitaria) <sep> pars tuberalis adenohypophysis
fma:Hard_palate	hard palate <sep> palatum durum
fma:External_iliac_artery	external iliac artery <sep> arteria iliaca externa
fma:Fibronectin	fibronectin
fma:Neurohypophysis	infundibular process <sep> neural lobe <sep> neural lobe of pituitary gland <sep> neurohypophysis <sep> posterior lobe of pituitary gland <sep> lobus nervosus neurohypophysis <sep> lobus posterior (glandula pituitaria) <sep> lobus posterior hypophysis
fma:Left_lobe_of_thyroid_gland	left lobe of thyroid gland <sep> lobus sinister (glandula thyroidea)
fma:Loop_of_Henle	henle loop <sep> henle's loop <sep> loop of henle
fma:Set_of_toes	digits of foot <sep> set of toes <sep> toes <sep> toes set <sep> digiti pedis
fma:Cochlear_inner_hair_cell	cochlear inner hair cell <sep> inner hair cell <sep> inner hair cell of organ of corti
fma:Muscle_of_palate	muscle of palate <sep> palatal muscle <sep> palate muscle <sep> palatine muscle
fma:Anterior_pole_of_lens	anterior pole of lens <sep> polus anterior (lens) <sep> polus anterior lentis
fma:Central_canal_of_spinal_cord	central canal <sep> central canal of spinal cord <sep> ventricle of spinal cord <sep> canalis centralis <sep> canalis centralis medullae spinalis
fma:Fundus_of_urinary_bladder	base of urinary bladder <sep> fundus of bladder <sep> fundus of urinary bladder <sep> urinary bladder fundus <sep> fundus vesicae
fma:Common_bile_duct	common bile duct <sep> ductus choledochus (biliaris)
fma:N_acetylneuraminic_acid	n-acetylneuraminic acid
fma:Radius	radius
fma:Dorsal_metatarsal_vein	dorsal metatarsal vein <sep> metatarsal vein
fma:Internal_thoracic_vein	internal thoracic vein
fma:Subclavius	subclavius <sep> musculus subclavius
fma:Inferior_hypophysial_artery	inferior hypophyseal artery <sep> inferior hypophysial artery <sep> arteria hypophysialis inferior
fma:Type_IV_taste_bud_cell	taste bud basal cell <sep> type iv taste bud cell
fma:Gastrocolic_ligament	gastrocolic ligament <sep> ligamentum gastrocolicum
fma:Right_surface_of_liver	pars dextra (facies diaphragmatica)(hepar) <sep> right surface of liver
fma:Set_of_subendocardial_branches_of_atrioventricular_bundle	purkinje fibres <sep> set of subendocardial branches of atrioventricular bundle <sep> subendocardial branches of atrioventricular bundle <sep> rami subendocardiales fasciculi atrioventricularis
fma:Plasma_membrane	cell membrane <sep> cellular membrane <sep> cytoplasmic membrane <sep> plasma membrane <sep> plasmalemma
fma:Phalanx_of_toe	bone of toe <sep> foot phalanx <sep> phalanx of toe
fma:Anterolateral	anterolateral
fma:Hand	hand <sep> terminal segment of free upper limb <sep> manus
fma:Trapezius	trapezius <sep> musculus trapezius
fma:Set_of_intercarpal_joints	carpal joints <sep> intercarpal joints <sep> intercarpal joints set <sep> set of carpal joints <sep> set of intercarpal joints <sep> articulationes intercarpales
fma:Superior_frontal_gyrus	marginal gyrus <sep> superior frontal convolution <sep> superior frontal gyrus <sep> gyrus f1 <sep> gyrus frontalis primus <sep> gyrus frontalis superior
fma:Photoreceptor	photoreceptor
fma:Calcarine_artery	calcarine artery <sep> calcarine branch of medial occipital artery <sep> ramus calcarinus (arteria occipitalis medialis)
fma:Set_of_eyebrows	eyebrows <sep> eyebrows set <sep> set of eyebrows <sep> supercilia
fma:Neuroendocrine_cell	neuroendocrine cell
fma:Tectal_plate	quadrigeminal plate <sep> tectal plate <sep> lamina quadrigemina <sep> lamina tecti
fma:Type_2_muscle_cell	fast-twitch muscle fiber <sep> type 2 muscle cell <sep> type 2 muscle fiber
fma:Cell	cell <sep> normal cell <sep> cellula
fma:Phospholipid	phospholipid
fma:Ascending_part_of_duodenum	ascending part of duodenum <sep> ascending portion of duodenum <sep> fourth part of duodenum <sep> pars ascendens (duodenum) <sep> pars ascendens duodeni
fma:Segment_of_leg	crural region <sep> leg region <sep> leg subdivision <sep> segment of leg <sep> subdivision of leg <sep> regio cruris
fma:Epithelial_cell_of_thymus	epithelial cell of thymus <sep> epithelial reticular cell <sep> epithelial reticular cell of thymus <sep> epithlelial cell of thymus gland <sep> thymic epithelial cell
fma:Superior_mesenteric_artery	superior mesenteric arterial tree <sep> superior mesenteric artery <sep> arteria mesenterica superior
fma:Posterior_nucleus_of_thalamus	posterior nucleus of thalamus <sep> nucleus posterior thalami <sep> nucleus thalami posterior
fma:Sensory_neuron	sensory neuron
fma:Integrin	integrin
fma:Descending_thoracic_aorta	descending thoracic aorta
fma:Lower_segment_of_hair_follicle	inferior segment of hair follicle <sep> lower segment of hair follicle
fma:Median_aperture_of_fourth_ventricle	foramen of magendie <sep> foramen of majendie <sep> median aperture of fourth ventricle <sep> apertura mediana <sep> apertura mediana ventriculi quarti
fma:Rough_endoplasmic_reticulum	granular endoplasmic reticulum <sep> reticulum endoplasmicum granulosum <sep> rough endoplasmic reticulum
fma:Haversian_canal	haversian canal
fma:Set_of_glands	glands <sep> glands set <sep> set of glands
fma:Hepatic_acinus	hepatic acinus <sep> portal acinus
fma:Ectoderm	ectoderm
fma:Mediastinum	mediastinal part of chest <sep> mediastinum
fma:Labial_part_of_mouth	labial part of mouth <sep> lips <sep> lips of mouth <sep> labia oris
fma:Skin_of_wrist	skin of wrist <sep> wrist skin
fma:Horizontal_part_of_duodenum	horizontal part of duodenum <sep> inferior part of duodenum <sep> inferior portion of duodenum <sep> pars horizontalis (inferior)(duodenum) <sep> third part of duodenum <sep> transverse part of duodenum <sep> pars horizontalis duodeni <sep> pars inferior duodeni
