Class-IRI	Class-Text
nci:Pulmonary_Artery_Leiomyosarcoma	leiomyosarcoma of pulmonary artery <sep> leiomyosarcoma of the pulmonary artery <sep> pulmonary artery leiomyosarcoma
nci:Pulmonary_Edema	edema, pulmonary <sep> pulmonary edema
nci:Pulmonary_Embolism	embolism, pulmonary <sep> pulmonary embolism
nci:Pulmonary_Empyema	pulmonary empyema
nci:Pulmonary_Function_Test	pulmonary function test
nci:Pulmonary_Hypertension	pulmonary hypertension
nci:Pulmonary_Infarction	infarction, pulmonary <sep> pulmonary infarction
nci:Pulmonary_Insufficiency	insufficiency, pulmonary <sep> pulmonary insufficiency
nci:Pulmonary_Lymphomatoid_Granulomatosis	pulmonary lymphomatoid granulomatosis
nci:Pulmonary_Sarcoidosis	lung sarcoidosis <sep> pulmonary sarcoidosis
nci:Pulmonary_Stenosis	pulmonary stenosis <sep> stenosis, pulmonary
nci:Pulmonary_Valve_Regurgitation	pulmonary regurgitation <sep> pulmonary valve regurgitation <sep> pulmonary valvular regurgitation <sep> regurgitation, pulmonary
nci:Pulmonary_Valvular_Insufficiency	pulmonary insufficiency <sep> pulmonary valvular insufficiency
nci:Pulmonary_Valve_Replacement	pulmonary valve replacement <sep> pulmonic valve replacement <sep> replacement of pulmonary valve <sep> valve of pulmonary trunk replacement <sep> valve, replacement of pulmonary
nci:Pulmonary_Vein_Leiomyosarcoma	leiomyosarcoma of pulmonary vein <sep> leiomyosarcoma of the pulmonary vein <sep> pulmonary vein leiomyosarcoma
nci:Pulp_Degeneration	pulp degeneration
nci:Pulp_Horn	pulp horn
nci:Pulpectomy	pulpectomy
nci:Pulpitis	pulpitis
nci:Pulse	pulse <sep> pulse rate
nci:Pulse_Oximetry	pulse oximetry
nci:Pulse_Phenomenon	pulse <sep> pulsed
nci:Pulse_Rate	pulse <sep> pulse rate
nci:Pulsed-Field_Gel_Electrophoresis	electrophoresis, gel, pulsed-field <sep> fractionation, pulse field <sep> pulsed-field gel electrophoresis
nci:Pump	pump
nci:Pumpkin	pumpkin
nci:Squash	squash
nci:Punch_Biopsy	punch biopsy <sep> punch biopsy of skin
nci:Skin_Biopsy	biopsy of skin <sep> skin biopsy
nci:Puncture_Wound	puncture wound
nci:Pupillary_Block	block, pupillary <sep> pupillary block
nci:Purdue_Pegboard_Test	purdue pegboard test
nci:Pure_Cutaneous_Mastocytosis	pure cutaneous mastocytosis
nci:Pure_Testicular_Germ_Cell_Tumor	testicular pure germ cell tumor
nci:Purified_Protein_Derivative	ppd <sep> ppd tine test <sep> purified protein derivative <sep> tubersol
nci:Purine_Nucleoside_Phosphorylase	ec 2.4.2.1 <sep> np <sep> pnp <sep> pnp human <sep> purine nucleoside phosphorylase
nci:Purinergic_Receptor	purinergic receptor
nci:Purple	purple
nci:Purpose	purpose
nci:Pus	pus
nci:Pyelitis	pyelitis
nci:Pyelonephritis	pyelonephritis
nci:Pyk2_and_Map_Kinase_Pathway	links between pyk2 and map kinases <sep> pyk2 and map kinase pathway
nci:Pyloric_Gland_Adenoma	pyloric gland adenoma
nci:Pyloric_Stenosis	pyloric stenosis
nci:Pyogenic_Arthritis	pyogenic arthritis
nci:Pyosalpinx	pyosalpinx
nci:Pyothorax	pulmonary empyema <sep> pyothorax
nci:Pyrazinamide	pyrazinamide
nci:Pyrazole	pyrazole compound <sep> pyrazoles
nci:Pyridostigmine_Bromide	3-(((dimethylamino)carbonyl)oxy)-1-methylpyridinium bromide <sep> 3-hydroxy-1-methylpyridinium bromide dimethylcarbamate <sep> carbamic acid,dimethyl-, ester with 3-hydroxy-1-methylpyridinium bromide <sep> kalimin <sep> mestinon bromide <sep> pyridostigmine bromide <sep> regonal
nci:Pyridoxine	pyridoxine
nci:Vitamin_B6	vit b6 <sep> vitamin b-6 <sep> vitamin b6
nci:Pyridoxine_Hydrochloride	5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride <sep> beesix <sep> hexa-betalin <sep> pyridoxine hydrochloride <sep> vitamin b6 hydrochloride
nci:Pyriform_Fossa_Carcinoma	carcinoma of pyriform fossa <sep> carcinoma of pyriform sinus <sep> carcinoma of the pyriform fossa <sep> carcinoma of the pyriform sinus <sep> pyriform fossa carcinoma <sep> pyriform sinus carcinoma
nci:Pyriform_Fossa_Squamous_Cell_Carcinoma	epidermoid carcinoma of pyriform fossa <sep> epidermoid carcinoma of pyriform sinus <sep> epidermoid carcinoma of the pyriform fossa <sep> epidermoid carcinoma of the pyriform sinus <sep> pyriform fossa epidermoid carcinoma <sep> pyriform fossa squamous cell carcinoma <sep> pyriform sinus epidermoid carcinoma <sep> pyriform sinus squamous cell carcinoma <sep> squamous cell carcinoma of pyriform fossa <sep> squamous cell carcinoma of pyriform sinus <sep> squamous cell carcinoma of the pyriform fossa <sep> squamous cell carcinoma of the pyriform sinus
nci:Pyrilamine_Maleate	pyrilamine maleate
nci:Pyrimethamine	daraprim <sep> pyrimethamine
nci:Pyrithione_Zinc	2-mercaptopyridine 1-oxide zinc salt <sep> bis(1-hydroxy-2(1h)-pyridinethionato)zinc <sep> pyrithione zinc <sep> zinc pyridine-2-thiol 1-oxide <sep> zinc, bis(1-hydroxy-2(1h)-pyridinethionato)- <sep> zinc, bis(2-pyridylthio)-, n,n'-dioxide
nci:Pyrvinium_Pamoate	pyrvinium pamoate
nci:Q_Fever	q fever
nci:Qatar	634 <sep> qa <sep> qat <sep> qatar
nci:Quadriplegia	quadriplegia <sep> tetraplegia
nci:Quality	quality
nci:Quality_Adjusted_Life_Years	qaly <sep> quality adjusted life years
nci:Quality_of_Life	qol <sep> quality of life <sep> quality-of-life
nci:Quantitative	quantitative
nci:Quantity	amount <sep> quantity
nci:Quarantine	quarantine
nci:Quartan_Malaria	quartan malaria
nci:Quazepam	2h-1,4-benzodiazepine-2-thione, 7-chloro-5-(2-fluorophenyl)-1,3-dihydro-1-(2,2,2-trifluoroethyl)- <sep> doral <sep> dormalin <sep> quazepam <sep> selepam
nci:Quercetin	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one <sep> 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one <sep> 3,3',4',5,7-pentahydroxyflavone <sep> c.i. natural yellow 10 <sep> quercetin <sep> quercetin dihydrate
nci:Quercus	quercus <sep> quercus l.
nci:Quercus_robur	english oak <sep> pedunculate oak <sep> quercus robur <sep> quercus robur l. <sep> truffle oak
nci:Quetiapine	quetiapine
nci:Quetiapine_Fumarate	ethanol, 2-(2-(4-dibenzo(b,f)(1,4)thiazepin-11-yl-1-piperazinyl)ethoxy)-,(e)-2-butenedioate(2:1)(salt) <sep> quetiapine fumarate <sep> seroquel xr
nci:Quinagolide	quinagolide
nci:Quinapril	accuprill <sep> quinapril hydrochloride
nci:Quinapril_Base	quinapril
nci:Quinestrol	quinestrol
nci:Quinethazone	quinethazone
nci:Quinidine	quinidine
nci:Quinidine_Gluconate	9s-6'-methoxy-cinchonan-9-ol, mono-d-gluconate(salt) <sep> duraquin <sep> quinidine gluconate <sep> quinaglute
nci:Quinidine_Sulfate	(9s)-6'-methoxycinchonan-9-ol sulfate (2:1) (salt) <sep> quinidine sulfate <sep> quinidex
nci:Quinine	(-)-quinine <sep> quin <sep> quinine
nci:Quinine_Sulfate	quinine sulfate
nci:Quinupristin	n-((6r,9s,10r,13s,15as,18r,22s,24as)-22-(p-(dimethylamino)benzyl)-6-ethyldocosahydro-10,23-dimethyl-5,8,12,15,17,21,24-heptaoxo-13-phenyl-18-(((3s)-3-quinuclidinylthio)methyl)-12h-pyrido(2,1-f)pyrrolo(2,1-l)(1,4,7,10,13,16)oxapentaazacyclononadecin-9-yl)-3-hydroxypicolinamide <sep> quinupristin <sep> virginiamycin s1, 4-(4-(dimethylamino)-n-methyl-l-phenylalanine)-5-(5-((1-azabicyclo(2.2.2)oct-3-ylthio)methyl)-4-oxo-l-2-piperidinecarboxylic acid)-,(s)-
nci:RAEB-1	raeb-1 <sep> raeb-i
nci:Refractory_Anemia_with_Excess_Blasts	raeb <sep> refractory anemia with excess blasts <sep> refractory anemia with an excess of blasts
nci:RAEB-2	raeb-2 <sep> raeb-ii
nci:RAF1_Gene	raf1 <sep> raf1 gene <sep> v-raf-1 murine leukemia viral oncogene homolog 1gene
nci:Ras_Signaling_Pathway	ras signaling pathway
nci:SRF_Activation_Pathway	role of mal in rho-mediated activation of srf <sep> srf activation pathway
nci:TPO_Signaling_Pathway	tpo signaling pathway
nci:T_Cell_Receptor_Signaling_Pathway	t cell receptor signaling pathway
nci:RB-E2F_Pathway_Deregulation	rb-e2f pathway deregulation
nci:Tumor-Suppressor_Pathway_Deregulation	tumor-suppressor pathway deregulation
nci:RECQL4_Gene_Mutation	recql4 gene mutation
nci:RELA_Pathway	acetylation and deacetylation of rela in the nucleus <sep> rela pathway
nci:REM	rem <sep> roentgen equivalent man <sep> radiation equivalent man - dose equivalent
nci:Unit_of_Radiation_Equivalent_Dose	unit of equivalent dose <sep> unit of radiation dose equivalent <sep> unit of radiation equivalent dose
nci:RET_Gene	ret <sep> ret gene <sep> ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, hirschsprung disease) gene
nci:RET_Protein	cadherin family memebr 12 <sep> glial cell line derived neurotrophic factor receptor component <sep> hydroxyaryl-protein kinase <sep> ret <sep> ret gene product <sep> ret protein <sep> tyrosine-protein kinase receptor ret
nci:RNA-Directed_RNA_Polymerase	ec 2.7.7.48 <sep> rna-dependent rna polymerase <sep> rna-directed rna polymerase
nci:RNA_Polymerase_Inhibitor	rna polymerase inhibitor
nci:RNA_Processing	rna metabolism: processing and transport <sep> rna processing
nci:RNA_Splicing	rna splicing <sep> splicing
nci:Transcription_Alteration	transcription alteration
nci:RNA_Virus	rna virus <sep> virus-rna <sep> viruses, rna
nci:Rabbit	mammals, rabbits <sep> rabbit
nci:Rabeprazole	aciphex <sep> rabeprazole sodium <sep> rabeprazole
nci:Rabies	rabies
nci:Rad	rad <sep> radiation absorbed dose
nci:Radial	radial
nci:Radial_Scar	complex sclerosing lesion <sep> radial scar <sep> radial scar/complex sclerosing lesion <sep> radial sclerosing lesion
nci:Radial_Scar_Complex_Sclerosing_Lesion	radial scar <sep> radial scar/complex sclerosing lesion
nci:Radiation-Induced_Abnormalities	radiation-induced abnormalities <sep> radiation-induced abnormality <sep> radiation-related disorder
nci:Radiation-Induced_Cataract	radiation-induced cataract
nci:Radiation-Related_Non-Neoplastic_Disorder	radiation-induced non-neoplastic disorder <sep> radiation-related non-neoplastic disorder
nci:Radiation-Induced_Damage_to_Artery	radiation-induced damage to artery
nci:Radiation-Induced_Vascular_Disease	radiation-induced vascular disease
nci:Radiation-Induced_Dermatitis	radiation-induced dermatitis <sep> radiodermatitis
nci:Radiation-Induced_Esophageal_Stricture	radiation-induced esophageal stricture <sep> radiation-induced stricture of esophagus
nci:Radiation-Induced_Fibrous_Mediastinitis	radiation-induced fibrous mediastinitis
nci:Radiation-Induced_Intracranial_Meningioma	radiation-induced intracranial meningioma
nci:Radiation-Related_Neoplasm	radiation induced neoplasm <sep> radiation-induced neoplasm <sep> radiation-related neoplasm
nci:Radiation-Induced_Myelopathy	radiation-induced myelopathy
nci:Radiation-Induced_Pneumonitis	radiation-induced pneumonitis
nci:Radiation-Induced_Stomatitis	radiation-induced stomatitis
nci:Stomatitis	stomatitis
nci:Radiation-Related_Leukemia	radiation-induced leukemia <sep> radiation-related leukemia
nci:Radiation_Burn	burn, radiation <sep> radiation burn
nci:Radiation_Colitis	radiation colitis
nci:Radiation_Enteritis	radiation enteritis
nci:Unit_of_Radiation	unit of radiation
nci:Radiation_Exposure	radiation exposure
nci:Radiation_Oncology	radiation oncology <sep> oncology, radiation
nci:Radiation_Overexposure	radiation overexposure
nci:Radiation_Surgery	radiation surgery <sep> radiosurgery <sep> stereotactic external beam irradiation
nci:Radiation_Therapist	radiation therapist <sep> radiotherapist <sep> therapist, radiation
nci:Radical	radical
nci:Radical_Cystectomy	complete cystectomy <sep> radical cystectomy
nci:Radical_Cystoprostatectomy	cystoprostatectomy <sep> radical cystoprostatectomy
nci:Radical_Prostatectomy	prostatovesiculectomy <sep> radical prostatectomy
nci:Radical_Lymph_Node_Dissection	radical lymph node dissection
nci:Radical_Mastectomy	halsted radical mastectomy <sep> radical mastectomy
nci:Radical_Neck_Dissection	radical neck dissection
nci:Radical_Nephrectomy	radical nephrectomy
nci:Radical_Retropubic_Prostatectomy	radical retropubic prostatectomy
nci:Retropubic_Prostatectomy	retropubic prostatectomy
nci:Radioactivity	radioactivity
nci:Radiopharmaceutical_Compound	radiochemical <sep> radiopharmaceutical <sep> radiopharmaceutical compound <sep> radiopharmaceuticals <sep> radioactive drugs
nci:Radiograph	radiogram <sep> radiograph <sep> x-ray
nci:Radioimmunoassay	immunologic, radioimmunoassay <sep> radioimmunoassay
nci:Radioimmunotherapy	immunoradiotherapy <sep> immunotherapy, cancer, radioisotope <sep> radioimmunotherapy
nci:Radioisotope_Therapy	radioisotope therapy
nci:Radiologist	radiologist
nci:Radiology_Department	radiology department
nci:Radionuclide_Scanning	radionuclide scanning
nci:Radionuclide_Ventriculogram_Scan	muga <sep> multi-gated acquisition scan <sep> radionuclide ventriculogram scan
nci:Radish	radish
nci:Radium	ra <sep> radium
nci:Radium-224	224ra <sep> ra-224 <sep> radium-224
nci:Radon	radon <sep> rn
nci:Raffinose	melitose <sep> raffinose
nci:Raisin	raisin
nci:Raloxifene	keoxifene <sep> ly 139481 <sep> raloxifene <sep> [6-hydroxy-2-(4-hydroxyphenyl)-benzo[b]thien-3-yl][4-[2-(1-piperidinyl)ethoxy]phenyl]methanone
nci:Raloxifene_Hydrochloride	6-hydroxy-2-(4-hydroxyphenyl)benzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone hydrochloride <sep> evista <sep> keoxifene hydrochloride <sep> ly-156758 <sep> optruma <sep> raloxifene hydrochloride <sep> raloxifene hcl <sep> raloxifene.hcl
nci:Raltegravir	raltegravir
nci:Raltitrexed	d1694 <sep> ici d1694 <sep> n-(5-[n-(3,4-dihydro-2-methyl-4-oxoquinazolin-6-ylmethyl)-n-methylamino]-2-thenoyl)-l-glutamic acid <sep> n-[[5-[[(1,4-dihydro-2-methyl-4-oxo-6-quinazolinyl)methyl]methylamino]-2-thienyl]carbonyl]-l-glutamic acid <sep> raltitrexed <sep> tomudex <sep> zd1694
nci:Thymidylate_Synthase	ec 2.1.1.45 <sep> tmp synthetase <sep> tyms <sep> thymidylate synthase <sep> thymidylate synthetase <sep> dtmp synthase
nci:Ramelteon	ramelteon
nci:Ramipril	altace <sep> ramipril
nci:Random	random
nci:Ranibizumab	lucentis <sep> ranibizumab <sep> recombinant humanized anti-vegf monoclonal antibody
nci:Ranitidine	n-[2-[[[5-[(dimethylamino)methyl]-2-furanyl]methyl]thio]ethyl]-n'-methyl-2-nitro-1,1-ethenediamine <sep> ranitidine
nci:Ranitidine_Bismuth_Citrate	n-(2-((5-((dimethylamino)methyl)furfuryl)thio)ethyl)-n'-methyl-2-nitro-1,1-ethenediamine, compound with bismuth(3(+)) citrate (1:1) <sep> ranitidine bismuth citrate
nci:Ranitidine_Hydrochloride	n-(2-(((5-((dimethylamino)methyl)-2-furanyl)methyl)thio)ethyl)-n'-methyl-2-nitro-1,1-ethenediamine, hydrochloride <sep> ranitidine hydrochloride <sep> ranitidine.hcl <sep> zantac
nci:Rank	rank <sep> ranking
nci:Ranolazine	ranolazine
nci:Ranunculus	buttercups <sep> ranunculus
nci:Ranunculus_acris	common buttercup <sep> ranunculus acris <sep> ranunculus acer <sep> tall buttercup
nci:Ranunculus_sceleratus	ranunculus sceleratus
nci:Rapacuronium_Bromide	rapacuronium bromide
nci:Rapidly	rapidly
nci:Rapidly_Progressive_Glomerulonephritis	rapidly progressive glomerulonephritis
nci:Rare_Disorder	rare disease <sep> rare diseases <sep> rare disorder
nci:Rarely	rarely <sep> seldom
nci:Rasagiline	rasagiline
nci:Rasburicase	elitek <sep> rasburicase <sep> recombinant urate oxidase <sep> sr 29142 <sep> sr-29142 <sep> urate oxidase
nci:Raspberry	raspberry
nci:Rat	mammals, rats <sep> norway rat <sep> rat <sep> rattus norvegicus
nci:Rat-Bite_Fever	rat-bite fever
nci:Zoonotic_Bacterial_Infection	zoonotic bacterial disease <sep> zoonotic bacterial infection
nci:Rathke_Pouch_Cyst	cyst of rathke's pouch <sep> rathke cleft cyst <sep> rathke pouch cyst <sep> rathke's pouch cyst <sep> suprasellar cyst
nci:Rathke_s_Pouch	craniopharyngeal canal <sep> hypophyseal pouch <sep> pituitary diverticulum <sep> rathke pouch <sep> rathke's diverticulum <sep> rathke's pocket <sep> rathke's pouch
nci:Raynaud_s_Disease	raynaud's disease
nci:Raynauds_Syndrome	phenomenon, raynauds <sep> raynaud's syndrome <sep> raynauds phenomenon
nci:Razoxane	ici 59118 <sep> icrf 159 <sep> icrf-159 <sep> icrf159 <sep> razoxane <sep> razoxin
nci:Re-Excision	re-excision <sep> reexcision
nci:Re_186_Hydroxyethylidene_Diphosphonate	186re-etidronate <sep> re 186 hydroxyethylidene diphosphonate <sep> re-186 hedp <sep> re-186 hydroxyethylidene diphosphonate <sep> rhenium re 186 etidronate <sep> rhenium-186 hedp <sep> rhenium-186 hydroxyethylidene diphosphonate
nci:Reaction	reaction
nci:Reactive_C-Cell_Hyperplasia	reactive c-cell hyperplasia
nci:Read	read
nci:Reason	reason
nci:Reboxetine	reboxetine
nci:Recent	recent
nci:Reciprocal_Translocation	reciprocal translocation
nci:Recombinant_Activin	activin <sep> recombinant activin
nci:Therapeutic_Transforming_Growth_Factor-Beta_1	recombinant transforming growth factor-beta 1 <sep> tgfbeta1 <sep> transforming growth factor beta-1 <sep> transforming growth factor-beta 1
nci:Recombinant_Angiogenin	recombinant angiogenin
nci:Recombinant_Endostatin	endostatin <sep> recombinant endostatin <sep> recombinant human endostatin <sep> rhendostatin
nci:Therapeutic_Hematopoietic_Growth_Factor	recombinant hematopoietic growth factor
nci:Recombinant_Human_Hyaluronidase	chemophase <sep> recombinant human hyaluronidase <sep> rhuph20
nci:Recombinant_Human_Keratinocyte_Growth_Factor	growth factor, recombinant human keratinocyte <sep> kepivance <sep> keratinocyte growth factor, recombinant human <sep> palifermin <sep> recombinant human keratinocyte growth factor <sep> rhkgf <sep> rhu keratinocyte growth factor
nci:Therapeutic_Fibroblast_Growth_Factor	recombinant fibroblast growth factor
nci:Recombinant_Human_Thrombopoietin	c-mpl ligand <sep> megakaryocyte growth and development factor <sep> recombinant human tpo <sep> recombinant human thrombopoietin <sep> rhtpo
nci:Recombinant_Humanized_IgG1k_Monoclonal_Antibody_TRC093	anti collagen recombinant monoclonal antibody trc093 <sep> d93 <sep> mt293 <sep> trc093
nci:Recombinant_IGF-I	mecasermin <sep> myotrophin <sep> recombinant igf-i <sep> recombinant insulin-like growth factor 1 <sep> rhigf-1
nci:Therapeutic_Insulin-Like_Growth_Factor	recombinant insulin-like growth factor <sep> rh igf <sep> rh insulin like growth factor <sep> somatomedin
nci:Recombinant_Interferon_Alfa-2b	alfatronol <sep> glucoferon <sep> heberon alfa <sep> ifn alpha-2b <sep> interferon alfa-2b <sep> interferon alpha-2b <sep> interferon alfa 2b <sep> intron a <sep> recombinant interferon alfa-2b <sep> sch 30500 <sep> urifron <sep> viraferon
nci:Recombinant_Macrophage_Colony-Stimulating_Factor	macrophage colony stimulating factor <sep> recombinant colony stimulating factor 1 <sep> recombinant macrophage colony-stimulating factor <sep> rm-csf
