Entity-IRI	Entity-Lexicon
snomed:Ligation_operation_for_arrhythmia	ligation operation for arrhythmia
snomed:Ligation_vasectomy	ligation vasectomy
snomed:Ligaturing_umbilical_cord	ligaturing umbilical cord
snomed:Light_chain_deposition_disease	light chain deposition disease
snomed:Light_intolerance	light intolerance
snomed:Pain_in_eye	pain in eye
snomed:Sensory_intolerance	sensory intolerance
snomed:Lignins	lignins
snomed:Lignocaine_adverse_reaction	lignocaine adverse reaction
snomed:Lignocaine_allergy	lignocaine allergy
snomed:Lignoceric_acid	lignoceric acid
snomed:Lima_beans	lima beans
snomed:Limb_revascularization	limb revascularization
snomed:Limbal_metaplasia	limbal metaplasia
snomed:Lime_flavor	lime flavor
snomed:Limonene	limonene
snomed:Plant_allergen_patch_test_series	plant allergen patch test series
snomed:Peripheral_skeletomuscular_gait_disorder	peripheral skeletomuscular gait disorder
snomed:Lincomycin	lincomycin
snomed:Lincomycin_adverse_reaction	lincomycin adverse reaction
snomed:Lincomycin_allergy	lincomycin allergy
snomed:Lincomycin_hydrochloride	lincomycin hydrochloride
snomed:Lindane_adverse_reaction	lindane adverse reaction
snomed:gamma_Benzene_hexachloride	gamma benzene hexachloride
snomed:Lindane_allergy	lindane allergy
snomed:Lindane_product	lindane product
snomed:Linear_accelerator	linear accelerator
snomed:Linear_sebaceous_nevus_sequence	linear sebaceous nevus sequence
snomed:Linezolid	linezolid
snomed:Oxazolidinone_class_of_antibiotic_	oxazolidinone -class of antibiotic-
snomed:Lingual_myositis	lingual myositis
snomed:Lingular_pneumonia	lingular pneumonia
snomed:Liniment	liniment
snomed:Linitis_plastica	linitis plastica
snomed:Linoleic_acid	linoleic acid
snomed:Linolenic_acid	linolenic acid
snomed:Plant_derived_omega_3_fatty_acid	plant derived omega 3 fatty acid
snomed:Linum	linum
snomed:Linum_catharticum	linum catharticum
snomed:Liothyronine	liothyronine
snomed:Thyroid_preparation	thyroid preparation
snomed:Triiodothyronine	triiodothyronine
snomed:Liothyronine_adverse_reaction	liothyronine adverse reaction
snomed:Liothyronine_allergy	liothyronine allergy
snomed:Thyroid_agent_allergy	thyroid agent allergy
snomed:Liothyronine_sodium	liothyronine sodium
snomed:Lip_biopsy_sample	lip biopsy sample
snomed:Mouth_biopsy_sample	mouth biopsy sample
snomed:Lip_implantation	lip implantation
snomed:Lip_reconstruction	lip reconstruction
snomed:Mouth_reconstruction	mouth reconstruction
snomed:Lip_soft_tissue_X_ray	lip soft tissue x-ray
snomed:Lip_ulcer	lip ulcer
snomed:Lipase_inhibitor	lipase inhibitor
snomed:Lipase_preparation	lipase preparation
snomed:Triacylglycerol_lipase	triacylglycerol lipase
snomed:Lipedema	lipedema
snomed:Lipid_cell_tumor_of_ovary	lipid cell tumor of ovary
snomed:Lipid_lowering_drug_overdose	lipid-lowering drug overdose
snomed:Lipid_rich_carcinoma	lipid-rich carcinoma
snomed:Lipiodol	lipiodol
snomed:Lipoadenoma	lipoadenoma
snomed:Lipoatrophic_diabetes	lipoatrophic diabetes
snomed:Lipodystrophy	lipodystrophy
snomed:Lipoatrophy_and_lipodystrophy	lipoatrophy and lipodystrophy
snomed:Lipoblastoma	lipoblastoma
snomed:Lipoblastoma_lipoblastomatosis	lipoblastoma lipoblastomatosis
snomed:Lipoblastoma_circumscribed	lipoblastoma circumscribed
snomed:Lipoblastoma_AND_OR_lipoblastomatosis	lipoblastoma and or lipoblastomatosis
snomed:Lipoblastoma_diffuse	lipoblastoma diffuse
snomed:Lipoblastomatosis	lipoblastomatosis
snomed:Lipodystrophy_associated_with_Human_immunodeficiency_virus_infection	lipodystrophy associated with human immunodeficiency virus infection
snomed:Lipofuscinosis	lipofuscinosis
snomed:Lipogranuloma	lipogranuloma
snomed:Lipoic_acid	lipoic acid
snomed:Lipoid_dermatoarthritis	lipoid dermatoarthritis
snomed:Reticulohistiocytic_granuloma	reticulohistiocytic granuloma
snomed:Lipoma_NOS	lipoma nos
snomed:Lipoma_biopsy_sample	lipoma biopsy sample
snomed:Lipoma_no_ICD_O_subtype	lipoma no icd-o subtype
snomed:Lipoma_of_abdominal_wall	lipoma of abdominal wall
snomed:Lipoma_of_anterior_chest_wall	lipoma of anterior chest wall
snomed:Lipoma_of_axilla	lipoma of axilla
snomed:Lipoma_of_upper_limb	lipoma of upper limb
snomed:Lipoma_of_back	lipoma of back
snomed:Lipoma_of_breast	lipoma of breast
snomed:Lipoma_of_dorsal_spinal_cord	lipoma of dorsal spinal cord
snomed:Lipoma_of_spinal_cord	lipoma of spinal cord
snomed:Lipoma_of_ear	lipoma of ear
snomed:Lipoma_of_head_and_neck	lipoma of head and neck
snomed:Lipoma_of_external_auditory_meatus	lipoma of external auditory meatus
snomed:Lipoma_of_external_nose	lipoma of external nose
snomed:Lipoma_of_eyelid	lipoma of eyelid
snomed:Lipoma_of_foot	lipoma of foot
snomed:Lipoma_of_lower_leg	lipoma of lower leg
snomed:Lipoma_of_forearm	lipoma of forearm
snomed:Lipoma_of_genital_labium	lipoma of genital labium
snomed:Lipoma_of_perineum	lipoma of perineum
snomed:Lipoma_of_groin	lipoma of groin
snomed:Lipoma_of_lower_limb	lipoma of lower limb
snomed:Lipoma_of_hand	lipoma of hand
snomed:Lipoma_of_hip	lipoma of hip
snomed:Lipoma_of_intrathoracic_organs	lipoma of intrathoracic organs
snomed:Lipoma_of_lower_back	lipoma of lower back
snomed:Lipoma_of_posterior_chest_wall	lipoma of posterior chest wall
snomed:Lipoma_of_shoulder	lipoma of shoulder
snomed:Lipoma_of_skin	lipoma of skin
snomed:Lipoma_of_skin_and_subcutaneous_tissue_of_neck	lipoma of skin and subcutaneous tissue of neck
snomed:Lipoma_of_spermatic_cord	lipoma of spermatic cord
snomed:Lipoma_of_spinal_canalextradural	lipoma of spinal canal - extradural
snomed:Lipoma_of_thigh	lipoma of thigh
snomed:Lipoma_of_upper_arm	lipoma of upper arm
snomed:Lipomatosis_renis	lipomatosis renis
snomed:Malignant_lipomatous_tumor	malignant lipomatous tumor
snomed:Liposarcoma_well_differentiated	liposarcoma well differentiated
snomed:Lipotropic_drug_poisoning	lipotropic drug poisoning
snomed:Lipstick	lipstick
snomed:Liquid_AND_OR_soft_diet	liquid and or soft diet
snomed:Liquid_paraffin_product	liquid paraffin product
snomed:Mineral_oil	mineral oil
snomed:Lisinopril	lisinopril
snomed:Lisinopril_adverse_reaction	lisinopril adverse reaction
snomed:Lisinopril_allergy	lisinopril allergy
snomed:Lispro_insulin	lispro insulin
snomed:Lithium_AND_OR_lithium_compound	lithium and or lithium compound
snomed:Lithium_adverse_reaction	lithium adverse reaction
snomed:Lithium_allergy	lithium allergy
snomed:Lithium_carbonate	lithium carbonate
snomed:Lithium_salt	lithium salt
snomed:Lithium_carbonate_adverse_reaction	lithium carbonate adverse reaction
snomed:Lithium_carbonate_allergy	lithium carbonate allergy
snomed:Lithium_citrate	lithium citrate
snomed:Lithium_citrate_adverse_reaction	lithium citrate adverse reaction
snomed:Lithium_citrate_allergy	lithium citrate allergy
snomed:Lithium_overdose	lithium overdose
snomed:Overdose_of_antidepressant_drug	overdose of antidepressant drug
snomed:Lithium_poisoning	lithium poisoning
snomed:Poisoning_by_antidepressant	poisoning by antidepressant
snomed:Lithotripsy_of_bile_duct_using_fluoroscopic_guidance	lithotripsy of bile duct using fluoroscopic guidance
snomed:Lithotripsy_of_gall_bladder_using_fluoroscopic_guidance	lithotripsy of gall bladder using fluoroscopic guidance
snomed:Lithotripsy_of_pancreas_using_fluoroscopic_guidance	lithotripsy of pancreas using fluoroscopic guidance
snomed:Lithotripsy_of_penis_using_fluoroscopic_guidance	lithotripsy of penis using fluoroscopic guidance
snomed:Lithotripsy_of_salivary_gland_using_fluoroscopic_guidance	lithotripsy of salivary gland using fluoroscopic guidance
snomed:Lithotripsy_using_fluoroscopic_guidance	lithotripsy using fluoroscopic guidance
snomed:Lithuania	lithuania
snomed:Littre_s_hernia	littre s hernia
snomed:Live_donor_partial_hepatectomy	live donor partial hepatectomy
snomed:Removal_of_liver_from_donor	removal of liver from donor
snomed:Liver_and_spleen_imaging	liver and spleen imaging
snomed:Spleen_imaging	spleen imaging
snomed:Liver_biopsy_sample	liver biopsy sample
snomed:Liver_cell_adenoma	liver cell adenoma
snomed:Liver_disease_due_to_cystic_fibrosis	liver disease due to cystic fibrosis
snomed:Liver_disorder_NOS	liver disorder nos
snomed:Liver_failure_NOS	liver failure nos
snomed:Liver_fluke_infection	liver fluke infection
snomed:Subclass_Digeneadigenetic_trematode	subclass digenea - digenetic trematode
snomed:Liver_graftmaterial	liver graft - material
snomed:Liver_hamartoma	liver hamartoma
snomed:Liver_hematoma_and_contusion_with_open_wound_into_cavity	liver hematoma and contusion with open wound into cavity
snomed:Liver_injuries_without_mention_of_open_wound_into_cavity_NOS	liver injuries without mention of open wound into cavity nos
snomed:Liver_injury_with_open_wound_into_cavity_NOS	liver injury with open wound into cavity nos
snomed:Liver_injury_with_open_wound_into_cavity_unspecified	liver injury with open wound into cavity unspecified
snomed:Liver_injury_without_mention_of_open_wound_into_cavity_unspecified	liver injury without mention of open wound into cavity unspecified
snomed:Liver_mass	liver mass
snomed:Liver_reconstruction	liver reconstruction
snomed:Loa	loa
snomed:Loa_loa_lymphadenopathy	loa loa lymphadenopathy
snomed:Lobar_cerebral_hemorrhage	lobar cerebral hemorrhage
snomed:Lobar_formations	lobar formations
snomed:Lobectomy	lobectomy
snomed:Lobectomy_of_brain	lobectomy of brain
snomed:Partial_hepatectomy	partial hepatectomy
snomed:Lobectomy_of_thyroid_gland	lobectomy of thyroid gland
snomed:Lobelia	lobelia
snomed:Lobelia_cardinalis	lobelia cardinalis
snomed:Lobelia_inflata	lobelia inflata
snomed:Lobular	lobular
snomed:Lobular_carcinoma	lobular carcinoma
snomed:Lobular_carcinoma_in_situ	lobular carcinoma in situ
snomed:Lobular_carcinoma_in_situ_of_breast	lobular carcinoma in situ of breast
snomed:Lobular_carcinoma_of_breast	lobular carcinoma of breast
snomed:Local	local
snomed:Local_anesthesia	local anesthesia
snomed:Local_anesthetic_agent_overdose	local anesthetic agent overdose
snomed:Local_destruction_of_lesion_of_elbow_joint	local destruction of lesion of elbow joint
snomed:Local_disease	local disease
snomed:Localized_infection	localized infection
snomed:Local_tumor_spread	local tumor spread
snomed:Localization_related_epilepsy	localization-related epilepsy
snomed:Localized	localized
snomed:Localized_bone_cyst_unspecified	localized bone cyst unspecified
snomed:Localized_desquamation	localized desquamation
snomed:Localized_extracutaneous_mastocytosis	localized extracutaneous mastocytosis
snomed:Mastocytoma	mastocytoma
snomed:Morphea	morphea
snomed:Localized_pulmonary_fibrosis	localized pulmonary fibrosis
snomed:Location	location
snomed:Lodoxamide	lodoxamide
snomed:Lodoxamide_adverse_reaction	lodoxamide adverse reaction
snomed:Lodoxamide_allergy	lodoxamide allergy
snomed:Lodoxamide_tromethamine	lodoxamide tromethamine
snomed:Lolium_perenne	lolium perenne
snomed:Lolium_pratense	lolium pratense
snomed:Lolium_temulentum	lolium temulentum
snomed:Lomefloxacin	lomefloxacin
snomed:Lomefloxacin_hydrochloride	lomefloxacin hydrochloride
snomed:Lomustine	lomustine
snomed:Lomustine_adverse_reaction	lomustine adverse reaction
snomed:Lomustine_allergy	lomustine allergy
snomed:Long	long
snomed:Long_QT_syndrome	long qt syndrome
snomed:Longhaired_miniature_dachshund	longhaired miniature dachshund
snomed:Longhaired_standard_dachshund	longhaired standard dachshund
snomed:Standard_dachshund	standard dachshund
snomed:Longitudinal_deficiency_of_carpal_bone	longitudinal deficiency of carpal bone
snomed:Longitudinal_deficiency_of_femur	longitudinal deficiency of femur
snomed:Longitudinal_deficiency_of_foot	longitudinal deficiency of foot
snomed:Longitudinal_deficiency_of_lower_limb	longitudinal deficiency of lower limb
snomed:Longitudinal_deficiency_of_humerus	longitudinal deficiency of humerus
snomed:Longitudinal_deficiency_of_metatarsal_bone	longitudinal deficiency of metatarsal bone
snomed:Longitudinal_deficiency_of_tarsal_bone	longitudinal deficiency of tarsal bone
snomed:Longitudinal_deficiency_of_tibia	longitudinal deficiency of tibia
snomed:Longitudinal_deficiency_of_tibia_AND_OR_fibula	longitudinal deficiency of tibia and or fibula
snomed:Lonicera	lonicera
snomed:Poisoning_by_diuretic	poisoning by diuretic
snomed:Loop_electrosurgical_excision_procedure	loop electrosurgical excision procedure
snomed:Loose_stool	loose stool
snomed:Loperamide	loperamide
snomed:Loperamide_adverse_reaction	loperamide adverse reaction
snomed:Loperamide_allergy	loperamide allergy
snomed:Loperamide_hydrochloride	loperamide hydrochloride
snomed:Loperamide_measurement	loperamide measurement
snomed:Loperamide_poisoning	loperamide poisoning
snomed:Poisoning_by_antidiarrheal_drug	poisoning by antidiarrheal drug
snomed:Lopinavir	lopinavir
snomed:Loprazolam	loprazolam
snomed:Loprazolam_adverse_reaction	loprazolam adverse reaction
snomed:Loprazolam_allergy	loprazolam allergy
snomed:Loprazolam_overdose	loprazolam overdose
snomed:Loprazolam_poisoning	loprazolam poisoning
snomed:Loracarbef	loracarbef
snomed:Loracarbef_product	loracarbef product
snomed:Loratadine	loratadine
snomed:Loratadine_adverse_reaction	loratadine adverse reaction
snomed:Loratadine_allergy	loratadine allergy
snomed:Lorazepam	lorazepam
snomed:Lorazepam_adverse_reaction	lorazepam adverse reaction
snomed:Lorazepam_allergy	lorazepam allergy
snomed:Lornoxicam	lornoxicam
snomed:Losartan	losartan
snomed:Losartan_adverse_reaction	losartan adverse reaction
snomed:Losartan_allergy	losartan allergy
snomed:Losartan_potassium	losartan potassium
snomed:Loss_of_capacity_for_enjoyment	loss of capacity for enjoyment
snomed:Loss_of_consciousness	loss of consciousness
snomed:Loss_of_hair	loss of hair
snomed:Lost_to_follow_up	lost to follow-up
snomed:Loteprednol	loteprednol
snomed:Loteprednol_etabonate	loteprednol etabonate
snomed:Loteprednol_etabonate_ophthalmic_preparation	loteprednol etabonate ophthalmic preparation
snomed:Louisiana	louisiana
snomed:Order_Phthiraptera	order phthiraptera
snomed:Lovastatin	lovastatin
snomed:Naphthalene	naphthalene
snomed:Love	love
snomed:Low	low
snomed:Low_QRS_voltages	low qrs voltages
snomed:Low_back_pain	low back pain
snomed:Low_birth_weight_infant	low birth weight infant
snomed:Low_density_lipoprotein_LDL_cholesterol	low density lipoprotein ldl cholesterol
snomed:Low_density_lipoprotein_cholesterol_measurement	low density lipoprotein cholesterol measurement
snomed:Low_frequency_deafness	low frequency deafness
snomed:Low_grade	low grade
snomed:Low_grade_T_cell_lymphoma	low grade t-cell lymphoma
snomed:Low_grade_T_cell_lymphoma_morphology	low grade t-cell lymphoma morphology
snomed:Low_grade_fibromyxoid_sarcoma	low-grade fibromyxoid sarcoma
snomed:Low_grade_glioma_of_brainstem	low grade glioma of brainstem
snomed:Low_grade_glioma_of_cerebellum	low grade glioma of cerebellum
snomed:Low_grade_glioma_of_cerebrum	low grade glioma of cerebrum
snomed:Low_grade_glioma_of_thalamus	low grade glioma of thalamus
snomed:Low_grade_pyrexia	low grade pyrexia
snomed:Low_grade_squamous_intraepithelial_lesion	low-grade squamous intraepithelial lesion
snomed:Low_level_sensorimotor_gait_disorder	low level sensorimotor gait disorder
snomed:Low_power_laser_therapy	low power laser therapy
snomed:Low_pressure_headache	low pressure headache
snomed:Thermal_agent	thermal agent
snomed:Low_vision_aid	low vision aid
snomed:Lower	lower
snomed:Lower_abdominal_pain	lower abdominal pain
snomed:Lower_back_injury	lower back injury
snomed:Lower_back_surface_region	lower back surface region
snomed:Surface_region_of_back	surface region of back
snomed:Lower_gastrointestinal_series	lower gastrointestinal series
snomed:Lower_plant	lower plant
snomed:Urinary_tract_obstruction	urinary tract obstruction
snomed:Lowered_laboratory_findings	lowered laboratory findings
snomed:Loxapine	loxapine
snomed:Loxapine_adverse_reaction	loxapine adverse reaction
snomed:Loxapine_allergy	loxapine allergy
snomed:Loxapine_overdose	loxapine overdose
snomed:Loxapine_succinate	loxapine succinate
snomed:Lozenge	lozenge
snomed:Lubiprostone	lubiprostone
snomed:Lubricant	lubricant
snomed:Lubricant_substance	lubricant substance
snomed:Lumbar_AND_OR_sacral_arthritis	lumbar and or sacral arthritis
snomed:Lumbar_discitis	lumbar discitis
snomed:Lumbar_spine_joint_inflamed	lumbar spine joint inflamed
snomed:Lumbar_plexus_block	lumbar plexus block
snomed:Lumbar_puncture_using_fluoroscopic_guidance	lumbar puncture using fluoroscopic guidance
snomed:Lumbar_spinal_cerebrospinal_fluid_pathway	lumbar spinal cerebrospinal fluid pathway
snomed:Lumbar_spinal_cord_meninges_structure	lumbar spinal cord meninges structure
snomed:Lumbar_spinal_fusion	lumbar spinal fusion
snomed:Lumbar_spine_ankylosis	lumbar spine ankylosis
