Class-IRI	Class-Text
nci:Regeneration	plasticity/regeneration/transplantation <sep> regeneration
nci:Region_17p13_Allelic_Loss_Associated_Medulloblastomas	region 17p13 allelic loss associated medulloblastoma
nci:del_17p13	del(17)(p13) <sep> del(17p13)
nci:Regional_Enteritis	regional enteritis
nci:Regional_Lymph_Node	regional lymph node
nci:Regressing_Melanoma	regressing malignant melanoma <sep> regressing melanoma
nci:Regressing_Melanoma_of_the_Skin	regressing malignant melanoma of skin <sep> regressing malignant melanoma of the skin <sep> regressing malignant skin melanoma <sep> regressing melanoma of skin <sep> regressing melanoma of the skin <sep> regressing skin melanoma
nci:Regressing_Nevus	regressing nevus
nci:Regressing_Non-Cutaneous_Melanoma	regressing non-cutaneous melanoma
nci:Regular_Dense_Connective_Tissue	regular dense connective tissue
nci:Regular_Insulin	humulin r <sep> insulin, regular <sep> novolin r
nci:Therapeutic_Insulin	insulin <sep> recombinant insulin
nci:Regulation	regulation
nci:Regulatory_Gene	regulatory gene
nci:Renal	renal
nci:Renal_Capsule	gerota's capsule <sep> gerota's fascia <sep> perirenal fascia <sep> renal capsule
nci:Renal_Cell	renal cell
nci:Renal_Interstitial_Cell	renal interstitial cell
nci:Renal_Interstitial_Tissue	renal interstitial tissue
nci:Renal_Papilla	renal papilla
nci:Renal_Pelvis	renal pelvis
nci:Renal_Pelvis_and_Ureter	renal pelvis and ureter
nci:Renal_Pelvis_Urothelium	renal pelvis transitional epithelium <sep> renal pelvis urothelium
nci:Renshaw_Cell	renshaw cell
nci:Reproductive_System_Process	reproductive system process
nci:Resectable_Duodenal_Carcinoma	resectable duodenal carcinoma
nci:Resectable_Small_Intestinal_Cancer	resectable carcinoma of small bowel <sep> resectable carcinoma of small intestine <sep> resectable carcinoma of the small bowel <sep> resectable carcinoma of the small intestine <sep> resectable small bowel carcinoma <sep> resectable small intestinal cancer <sep> resectable small intestine carcinoma <sep> small intestine carcinoma, resectable
nci:Resectable_Mass	resectable mass
nci:Resectable_Pancreatic_Cancer	pancreatic carcinoma, resectable <sep> resectable carcinoma of pancreas <sep> resectable carcinoma of the pancreas <sep> resectable pancreas carcinoma <sep> resectable pancreatic cancer <sep> resectable pancreatic carcinoma
nci:Resistance_Process	resistance process
nci:Respiratory_Bronchiole	respiratory bronchiole
nci:Respiratory_Bronchiole_Epithelium	respiratory bronchiole epithelium
nci:Respiratory_and_Thoracic_Disorder	respiratory, thoracic and mediastinal disorders <sep> respiratory and thoracic disease <sep> respiratory and thoracic disorder <sep> respiratory, thoracic, and mediastinal disease <sep> respiratory, thoracic, and mediastinal disorder
nci:Rete_Malpighii	rete malpighii <sep> stratum germinativum
nci:Rete_Ovarii	rete ovarii
nci:Rete_Ovarii_Adenocarcinoma	rete ovarii adenocarcinoma
nci:Rete_Ovarii_Neoplasm	rete ovarii neoplasm
nci:Rete_Ovarii_Adenoma	rete ovarii adenoma
nci:Rete_Ovarii_Cystadenofibroma	rete ovarii cystadenofibroma
nci:Rete_Testis	rete testis
nci:Reticular_Cell	reticular cell <sep> reticular cells
nci:Reticular_Fiber	reticular fiber
nci:Reticuloendothelial_System	re system <sep> reticuloendothelial system
nci:Retinal_Artery	retinal artery
nci:Retinal_Ganglion_Cell	ganglion cells (retina) <sep> retinal ganglion <sep> retinal ganglion cell <sep> retinal ganglion cells
nci:Retinal_Neuroblastoma	neuroblastoma of retina <sep> neuroblastoma of the retina <sep> retinal neuroblastoma
nci:Retinal_Pigment_Epithelium	rpe <sep> retinal pigment epithelium
nci:Retinal_Vein	retinal vein
nci:Retired_Kind	retired kind
nci:Retro-Orbit_Neoplasm	neoplasm of retro-orbit <sep> neoplasm of the retro-orbit <sep> retro-orbit neoplasm <sep> retro-orbit tumor <sep> retro-orbital neoplasm <sep> retro-orbital tumor <sep> tumor of retro-orbit <sep> tumor of the retro-orbit
nci:Retro-Orbital_Region	retro-orbital region
nci:Retromolar_Trigone	retromolar trigone
nci:Retroperitoneal	retroperitoneal
nci:Retroperitoneal_Carcinoma	carcinoma of retroperitoneum <sep> carcinoma of the retroperitoneum <sep> retroperitoneal carcinoma
nci:Retroperitoneal_Sarcoma	retroperitoneal sarcoma
nci:Retroperitoneal_Space	retroperitoneal cavity <sep> retroperitoneal space
nci:Rhabdomyocyte	muscle fibers <sep> rhabdomyocyte <sep> skeletal muscle cell
nci:Rhabdomyoma_of_the_Central_Nervous_System	rhabdomyoma of central nervous system <sep> rhabdomyoma of the central nervous system
nci:Rhamnose	6-deoxy-l-mannose <sep> rhamnose
nci:Rheumatologic_Disorder	collagen disease <sep> rheumatologic disorder
nci:Rho_Cell_Motility_Signaling_Pathway	rho cell motility signaling pathway
nci:Rib	rib
nci:Rib_Head	rib head
nci:Rib_Shaft	rib shaft
nci:Rib_Tubercle	rib tubercle
nci:Ribonucleic_Acid	rna <sep> ribonucleic acid
nci:Ribosomal_RNA	ribosomal rna <sep> rrna
nci:Richter_s_Syndrome	richter's syndrome <sep> richter's transformation
nci:Ridge	ridge
nci:Right	right
nci:Right_Adrenal_Gland	right adrenal gland
nci:Right_Atrial_Myxoma	myxoma of right atrium <sep> myxoma of the right atrium <sep> right atrial myxoma
nci:Right_Breast	right breast
nci:Right_Cerebral_Hemisphere	right brain hemisphere <sep> right cerebral hemisphere
nci:Right_Colon	right colon
nci:Right_Common_Carotid_Artery	right common carotid artery
nci:Right_Common_Iliac_Artery	right common iliac artery
nci:Right_Coronary_Artery	right coronary artery
nci:Right_Fallopian_Tube	right fallopian tube
nci:Right_Hepatic_Duct	right hepatic duct
nci:Right_Innominate_Vein	right innominate vein
nci:Right_Kidney	right kidney
nci:Right_Lymphatic_Duct	right lymphatic duct
nci:Right_Main_Bronchus	right main bronchus
nci:Right_Ovary	right ovary
nci:Right_Pulmonary_Artery	right pulmonary artery
nci:Right_Renal_Artery	right renal artery
nci:Right_Renal_Vein	right renal vein
nci:Right_Spermatic_Artery	right internal spermatic artery <sep> right spermatic artery <sep> right testicular artery
nci:Right_Spermatic_Vein	right internal spermatic vein <sep> right spermatic vein <sep> right testicular vein
nci:Spermatic_Vein	internal spermatic vein <sep> spermatic vein <sep> testicular vein
nci:Right_Subclavian_Artery	right subclavian artery
nci:Right_Subcostal_Vein	right subcostal vein
nci:Right_Suprarenal_Vein	right suprarenal vein
nci:Right_Testis	right testis
nci:Right_Thyroid_Gland_Lobe	right thyroid gland lobe
nci:Right_Ureter	right ureter
nci:Rod	rod <sep> rod cell <sep> rod photoreceptors <sep> rods <sep> rods (eye) <sep> rods (retina)
nci:Rod_Outer_Segment	ros (rod outer segment) <sep> rod outer segment <sep> rod outer segment of the retina <sep> rod outer segments
nci:Rod_Shape	rod <sep> rod shape
nci:Root_of_the_Nail	root of the nail
nci:Rosenthal_Fibers_Present	rosenthal fibers present
nci:Rosette-Forming_Glioneuronal_Tumor_of_the_Fourth_Ventricle	rosette-forming glioneuronal tumor of the fourth ventricle
nci:Rostrum_of_the_Corpus_Callosum	rostrum of the corpus callosum
nci:Shoulder	shoulder
nci:Round_Ligament	round ligament
nci:Round_Ligament_of_the_Liver	round ligament of the liver
nci:Round_Ligament_of_the_Uterus	round ligament of the uterus
nci:S1_Vertebra	s1 vertebra
nci:Sacral_Vertebra	sacral vertebra <sep> sacral vertebrae
nci:S2_Vertebra	s2 vertebra
nci:S3_Vertebra	s3 vertebra
nci:S4_Vertebra	s4 vertebra
nci:S5_Vertebra	s5 vertebra
nci:SELL_Gene	sell <sep> sell gene <sep> selectin l (lymphocyte adhesion molecule 1) gene
nci:SST_Gene	sst <sep> sst gene <sep> somatostatin gene
nci:Vestibular_Labyrinth	vestibular labyrinth
nci:Sacral_Bone	sacral bone
nci:Sacral_Nerve	sacral nerve
nci:Sacral_Plexus	sacral plexus
nci:Sacral_Spinal_Cord	sacral spinal cord
nci:Sacral_Spinal_Nerve_Root	sacral spinal nerve root <sep> sacral spinal nerve roots
nci:Sacrum	s spine <sep> sacral spine <sep> sacrum
nci:Sacrococcygeal_Joint	sacrococcygeal joint
nci:Sacroiliac_Joint	sacroiliac joint
nci:Saliva	head and neck, saliva <sep> saliva
nci:Salpingopharyngeus	salpingopharyngeus
nci:Sarcolemma	sarcolemma
nci:Sarcomatoid_Basal_Cell_Carcinoma	skin sarcomatoid basal cell carcinoma
nci:Sarcomatoid_Squamous_Cell_Carcinoma	epidermoid spindle cell carcinoma <sep> sarcomatoid squamous cell carcinoma <sep> spindle cell (sarcomatoid) squamous cell carcinoma <sep> squamous cell carcinoma, sarcomatoid <sep> squamous cell carcinoma, spindle cell <sep> squamous cell spindle cell carcinoma
nci:Sarcomatoid_Transitional_Cell_Carcinoma	sarcomatoid transitional cell carcinoma <sep> transitional cell spindle cell carcinoma <sep> transitional spindle cell carcinoma
nci:Stage_IV_Soft_Tissue_Sarcoma	stage iv sarcoma of soft tissue <sep> stage iv sarcoma of the soft tissue <sep> stage iv soft tissue sarcoma
nci:Sarcoplasm	sarcoplasm
nci:Sarcoplasmic_Reticulum	sarcoplasmic reticulum
nci:Sartorius_Muscle	sartorius <sep> sartorius muscle <sep> tailor's muscle
nci:Scaffolding_Protein	scaffolding protein
nci:Scalene_Muscle	scalene muscle
nci:Scalenus_Medius	scalenus medius
nci:Scaphoid_Bone	navicular bone of hand <sep> os scaphoideum <sep> scaphoid <sep> scaphoid bone
nci:Schwann_Cell	neurilemma cell <sep> neurilemmal cell <sep> schwann cell <sep> schwann cells
nci:Thick-Walled_Hyalinized_Vessels_Present	thick-walled hyalinized vessels present
nci:Sheath_of_Schwann	neurilemma <sep> sheath of schwann
nci:Schwannoma_of_the_Twelfth_Cranial_Nerve	hypoglossal nerve neurilemmoma <sep> hypoglossal nerve schwannoma <sep> hypoglossal neurilemmoma <sep> hypoglossal schwannoma <sep> neurilemmoma of hypoglossal nerve <sep> neurilemmoma of twelfth cranial nerve <sep> neurilemmoma of the hypoglossal nerve <sep> neurilemmoma of the twelfth cranial nerve <sep> schwannoma of hypoglossal nerve <sep> schwannoma of twelfth cranial nerve <sep> schwannoma of the hypoglossal nerve <sep> schwannoma of the twelfth cranial nerve <sep> twelfth cranial nerve neurilemmoma <sep> twelfth cranial nerve schwannoma
nci:Sciatic_Nerve	sciatic nerve
nci:Scirrhous_Adenocarcinoma	adenocarcinoma with productive fibrosis <sep> scirrhous adenocarcinoma
nci:Sclerosing_Epithelioid_Fibrosarcoma	sclerosing epithelioid fibrosarcoma
nci:Sclerotic_Fibroma	collagenous fibroma <sep> desmoplastic fibroblastoma <sep> sclerotic fibroma
nci:Scrotal_Basal_Cell_Carcinoma	basal cell carcinoma of scrotum <sep> basal cell carcinoma of the scrotum <sep> scrotal basal cell carcinoma
nci:Scrotal_Carcinoma	cancer of scrotum <sep> cancer of the scrotum <sep> carcinoma of scrotum <sep> carcinoma of the scrotum <sep> scrotal cancer <sep> scrotal carcinoma
nci:Scrotal_Melanoma	melanoma of scrotum <sep> melanoma of the scrotum <sep> scrotal melanoma
nci:Scrotal_Paget_s_Disease	paget disease of the scrotum <sep> paget's disease of scrotum <sep> paget's disease of the scrotum <sep> scrotal paget's disease
nci:Scrotal_Squamous_Cell_Carcinoma	scrotal squamous cell carcinoma <sep> squamous cell carcinoma of scrotum <sep> squamous cell carcinoma of the scrotum
nci:Sebaceoma	infundibular adenoma <sep> poroma-like adnexal neoplasm <sep> sebaceoma <sep> sebocrine adenoma <sep> sebomatricoma
nci:Sebaceous_Adenoma	adenoma of sebaceous gland <sep> adenoma of the sebaceous gland <sep> sebaceous adenoma <sep> sebaceous gland adenoma <sep> skin appendage sebaceous adenoma
nci:Skin_Appendage_Adenoma	adenoma of adnexa <sep> adenoma of skin appendage <sep> adnexal adenoma <sep> skin appendage adenoma
nci:Sebaceous_Differentiation	sebaceous differentiation
nci:Sebaceous_Epithelioma	basal cell carcinoma with sebaceous differentiation <sep> basal cell epithelioma with sebaceous differentiation <sep> basosebaceous epithelioma <sep> sebaceous epithelioma <sep> skin basal cell carcinoma with sebaceous differentiation
nci:Sebaceous_Gland_Duct	sebaceous gland duct
nci:Sebocyte	sebocyte
nci:Sebum	sebum
nci:Skin_Fluid_or_Secretion	skin fluid and secretion <sep> skin fluid or secretion <sep> skin fluids and secretions <sep> skin-fluids, secretions
nci:Sebum_MMHCC	sebum <sep> sebum (mmhcc)
nci:Secondary_Amyloidosis	secondary amyloidosis
nci:Secondary_Carcinoma	secondary carcinoma
nci:Secondary_Malignant_Neoplasm	secondary cancer <sep> secondary malignancy <sep> secondary malignancy (after treatment of primary cancer) <sep> secondary malignant neoplasm <sep> second cancer
nci:Secondary_Cerebral_Hodgkin_s_Lymphoma	metastatic hodgkin lymphoma to cerebral hemisphere <sep> metastatic hodgkin's lymphoma to cerebral hemisphere <sep> secondary cerebral hodgkin lymphoma <sep> secondary cerebral hodgkin's disease <sep> secondary cerebral hodgkin's lymphoma
nci:Secondary_Lymphoma_of_Heart	metastatic lymphoma to the heart <sep> secondary cardiac lymphoma <sep> secondary heart lymphoma
nci:Secondary_Neoplasm	secondary neoplasm <sep> secondary tumor
nci:Secondary_Oocyte	secondary oocyte
nci:Secretin	secretin
nci:Secretory_Granule	secretory granule
nci:Secretory_Vesicle	secretory vesicle
nci:Segment	segment
nci:Segmental_Bronchus	segmental bronchus <sep> tertiary bronchus
nci:Selectin-L	l-selectin <sep> lymph node homing receptor <sep> lymphocyte adhesion molecule 1 <sep> sell <sep> selectin l
nci:Skull_Base_Neoplasm	neoplasm of skull base <sep> neoplasm of the skull base <sep> neoplasms of skull base <sep> neoplasms of the skull base <sep> skull base neoplasm <sep> skull base neoplasms <sep> skull base tumor <sep> skull base tumors <sep> tumor of skull base <sep> tumor of the skull base <sep> tumors of skull base <sep> tumors of the skull base
nci:Semen	semen
nci:Semimembranosus	semimembranosus
nci:Seminal_Fluid	seminal fluid
nci:Seminal_Vesicle	seminal sacs <sep> seminal vesicle <sep> seminal vesicles
nci:Seminal_Vesicle_Secretion	seminal vesicle secretion
nci:Seminiferous_Tubule	seminiferous tubule <sep> seminiferous tubules
nci:Semispinalis_Capitis	semispinalis capitis
nci:Semispinalis_Cervicis	semispinalis cervicis
nci:Semispinalis_Thoracis	semispinalis thoracis
nci:Semitendinosus	semitendinosus
nci:Septal_Cusp	septal cusp <sep> septal cusp of the tricuspid valve
nci:Tricuspid_Valve	tricuspid valve
nci:Septum_Pellucidum	septum pellucidum
nci:Septum_Primum	septum primum
nci:Serine	2-amino-3-hydroxypropionic acid <sep> s)-2-amino-3-hydroxy-propanoic acid <sep> serine <sep> ser <sep> beta-hydroxyalanine <sep> l-serine
nci:Serine-Threonine_Protein_Kinase_Gene	serine/threonine protein kinase gene
nci:Serosa	serosa <sep> serous membrane
nci:Serotonin	5-ht <sep> 5-hydroxytryptamine <sep> serotonin
nci:Serous_Adenofibroma	serous adenofibroma
nci:Serous_Surface_Papillary_Carcinoma	serous surface papillary carcinoma
nci:Serous_Surface_Papilloma	serous surface papilloma
nci:Serrated_Glandular_Architecture	serrated glandular architecture
nci:Sertoli_Cell	sertoli cell <sep> sertoli cells <sep> sustentacular cell of testis
nci:Serum	sera <sep> serum
nci:Sesamoid_Bone	sesamoid bone
nci:Shaft_of_the_Hair	shaft of the hair
nci:Short_Saphenous_Vein	short saphenous vein
nci:Shoulder_Girdle	shoulder girdle
nci:Sialic_Acid	sialic acid
nci:Sigmoid_Artery	sigmoid artery
nci:Sigmoid_Colon	sigmoid colon
nci:Signet_Ring_Cell	signet ring cell
nci:Signet_Ring_Cell_Basal_Cell_Carcinoma	signet ring cell basal cell carcinoma <sep> skin signet ring cell basal cell carcinoma
nci:Signet_Ring_Melanoma	signet ring melanoma <sep> signet ring skin melanoma <sep> signet-ring melanoma <sep> signet-ring skin melanoma
nci:Signet_Ring_Melanoma_Cell	signet ring melanoma cell
nci:Simple_Epithelium	simple epithelium
nci:Simple_Squamous_Epithelium	simple squamous epithelium
nci:Sinoatrial_Node	s-a node <sep> sinoatrial node
nci:Sinonasal_Undifferentiated_Carcinoma	sinonasal anaplastic carcinoma <sep> sinonasal undifferentiated carcinoma
nci:Sinus_Venarum	sinus venarum
nci:Sinus_Venosus	sinus venosus
nci:Sinus_of_Valsava	pulmonary sinus <sep> sinus of valsava
nci:Skeletal_Fiber	skeletal fiber <sep> skeletal muscle fiber
nci:Skeletal_Muscle_Cell	skeletal muscle cell <sep> skeletal muscle tissue cell
nci:Skene_s_Gland	skene gland <sep> skene's gland
nci:Skin_Adenosquamous_Carcinoma	skin adenosquamous carcinoma
nci:Skin_Basaloid_Squamous_Cell_Carcinoma	basaloid skin squamous cell carcinoma <sep> skin basaloid carcinoma <sep> skin basaloid squamous cell carcinoma
nci:Skin_Melanoma_in_Giant_Pigmented_Nevus	melanoma arising in giant congenital nevus
nci:Skin_Papilloma	cutaneous papilloma <sep> papilloma of skin <sep> papilloma of the skin <sep> skin papilloma
nci:Skin_Pseudovascular_Squamous_Cell_Carcinoma	pseudovascular skin squamous cell carcinoma <sep> skin pseudovascular squamous cell carcinoma
nci:Skin_of_the_Lip	skin of lip <sep> skin of lip, nos <sep> skin of the lip
nci:Slit-Like_Stromal_Retraction_Present	slit-like stromal retraction present
