Entity-IRI	Entity-Lexicon
fma:Proximal_interphalangeal_joint_of_third_toe	proximal interphalangeal joint of third digit of foot <sep> proximal interphalangeal joint of third toe
fma:Proximal_part_of_ileum	proximal part of ileum <sep> proximal portion of ileum
fma:Proximal_phalanx_of_big_toe	proximal phalanx of big toe <sep> proximal phalanx of great toe
fma:Proximal_phalanx_of_fourth_toe	fourth proximal phalanx of foot <sep> proximal phalanx of fourth digit of foot <sep> proximal phalanx of fourth toe
fma:Proximal_phalanx_of_index_finger	proximal phalanx of index finger <sep> proximal phalanx of second digit of hand <sep> proximal phalanx of second finger <sep> second proximal phalanx of hand
fma:Proximal_phalanx_of_little_finger	fifth proximal phalanx of hand <sep> proximal phalanx of fifth digit of hand <sep> proximal phalanx of fifth finger <sep> proximal phalanx of little finger
fma:Proximal_phalanx_of_little_toe	fifth proximal phalanx of foot <sep> proximal phalanx of fifth digit of foot <sep> proximal phalanx of fifth toe <sep> proximal phalanx of little toe
fma:Proximal_phalanx_of_middle_finger	proximal phalanx of middle finger <sep> proximal phalanx of third digit of hand <sep> proximal phalanx of third finger <sep> third proximal phalanx of hand
fma:Proximal_phalanx_of_ring_finger	fourth proximal phalanx of hand <sep> proximal phalanx of fourth digit of hand <sep> proximal phalanx of fourth finger <sep> proximal phalanx of ring finger
fma:Proximal_phalanx_of_second_toe	proximal phalanx of second digit of foot <sep> proximal phalanx of second toe <sep> second proximal phalanx of foot
fma:Proximal_phalanx_of_third_toe	proximal phalanx of third digit of foot <sep> proximal phalanx of third toe <sep> third proximal phalanx of foot
fma:Proximal_phalanx_of_thumb	first proximal phalanx of hand <sep> proximal phalanx of first digit of hand <sep> proximal phalanx of thumb
fma:Proximal_portion_of_anterior_interventricular_branch_of_left_coronary_artery	proximal portion of anterior descending branch of left coronary artery <sep> proximal portion of anterior interventricular branch of left coronary artery
fma:Proximal_portion_of_circumflex_branch_of_left_coronary_artery	proximal portion of circumflex branch of left coronary artery
fma:Proximal_portion_of_right_coronary_artery	anterior segment of right coronary artery <sep> first segment of right coronary artery <sep> proximal portion of right coronary artery
fma:Proximal_radio_ulnar_joint	proximal radio-ulnar joint <sep> superior radioulnar joint <sep> articulatio radioulnaris proximalis
fma:Proximal_tendon_of_biceps_brachii	proximal tendon of biceps brachii
fma:Tendon_of_biceps_brachii	biceps brachii tendon <sep> tendon of biceps brachii
fma:Proximal_third_of_diaphysis_of_ulna	proximal third of diaphysis of ulna <sep> proximal third of shaft of ulna
fma:Pterygoid_artery	pterygoid artery <sep> vidian artery
fma:Pterygoid_process	processus pterygoideus <sep> pterygoid process <sep> pterygoid process of sphenoid <sep> pterygoid process of sphenoid bone <sep> processus pterygoideus ossis sphenoidalis
fma:Pterygomandibular_raphe	pterygomandibular raphe <sep> raphe pterygomandibularis
fma:Pterygopalatine_fossa	pterygopalatine fossa <sep> fossa pterygopalatina
fma:Pterygopalatine_ganglion	meckel's ganglion <sep> pterygopalatine ganglion <sep> ganglion pterygopalatinum
fma:Pubic_crest	pubic crest <sep> crista pubica
fma:Pubic_hair	pubic hair
fma:Pubic_symphysis	pubic symphysis <sep> symphysis pubis <sep> symphysis pubica
fma:Pubic_tubercle	pubic tubercle <sep> tuberculum pubicum
fma:Pubocervical_ligament	medial puboprostatic ligament <sep> medial pubovesical ligament <sep> pubocervical ligament <sep> pubovesical ligament <sep> ligamentum mediale puboprostaticum <male> <sep> ligamentum mediale pubovesicale <female> <sep> ligamentum pubocervicale <sep> ligamentum pubovesicale
fma:Pubococcygeus	levator prostatae <sep> pubococcygeus <sep> pubovaginalis <sep> musculus levator prostatae <male> <sep> musculus pubococcygeus <sep> musculus pubovaginalis
fma:Pubofemoral_ligament	pubofemoral ligament <sep> ligamentum pubofemorale
fma:Puboprostatic_ligament	lateral puboprostatic ligament <sep> puboprostatic ligament <sep> ligamentum laterale puboprostaticum <male> <sep> ligamentum puboprostaticum
fma:Puborectalis	puborectalis <sep> musculus puborectalis
fma:Pudendal_canal	alcock's canal <sep> pudendal canal <sep> canalis pudendalis
fma:Subdivision_of_ischio_anal_fossa	ischio-anal fossa subdivision <sep> subdivision of ischio-anal fossa
fma:Pudendal_cleft	pudendal cleft <sep> rima pudendi
fma:Pudendal_nerve	pudendal nerve <sep> nervus pudendus
fma:Pulmonary_alveolus	pulmonary alveolus <sep> alveolus pulmonis
fma:Pulmonary_ligament	pulmonary ligament <sep> ligamentum pulmonale
fma:Pulmonary_lymph_node	intrapulmonary lymph node <sep> pulmonary lymph node <sep> pulmonary node
fma:Pulmonary_sulcus	pulmonary sulcus
fma:Venous_tree_organ	venous tree organ
fma:Pulvinar	pulvinar <sep> pulvinar nuclei <sep> pulvinar nucleus <sep> nuclei pulvinares <sep> nucleus pulvinaris thalami <sep> p (carpenter) <sep> pulvinar thalami
fma:Pupillary_margin_of_iris	margo pupillaris (iris) <sep> pupillary margin of iris <sep> margo pupillaris iridis
fma:Pupillary_membrane	pupillary membrane <sep> membrana pupillaris
fma:Purkinje_cell_layer_of_cerebellar_cortex	purkinje cell layer <sep> purkinje cell layer of cerebellar cortex <sep> stratum purkinjense corticis cerebelli
fma:Pyloric_canal	pyloric canal <sep> canalis pyloricus
fma:Pyloric_lymph_node	pyloric lymph node <sep> pyloric node
fma:Pyramid_of_medulla	lobule viii of larsell <sep> medullary pyramid <sep> pyramid of medulla <sep> pyramis (medullae oblongatae) <sep> pyramis bulbi <sep> pyramis medullae oblongatae
fma:Pyramid_of_vestibule	pyramid of vestibule <sep> vestibular pyramid <sep> pyramis vestibuli
fma:Pyramidal_decussation	corticospinal decussation <sep> decussation of corticospinal tract <sep> decussation of pyramidal tract fibers <sep> decussation of pyramids <sep> decussation of pyramids of medulla <sep> motor decussation <sep> motor decussation of medulla <sep> pyramidal decussation <sep> decussatio motoria <sep> decussatio pyramidum <sep> decussatio pyramidum medullae oblongatae
fma:Pyramidal_tract	pyramidal tract <sep> fasciculus pyramidalis <sep> tractus pyramidalis
fma:Quadratus_femoris	quadratus femoris <sep> musculus quadratus femoris
fma:Quadriceps_femoris	quadriceps <sep> quadriceps femoris <sep> musculus quadriceps femoris
fma:Radial_border_of_forearm	lateral border of forearm <sep> radial border of forearm <sep> margo lateralis antebrachii <sep> margo radialis antebrachii
fma:Radial_collateral_ligament_of_wrist_joint	collateral carpal radial ligament <sep> radial collateral ligament of wrist joint <sep> ligamentum collaterale carpi radiale
fma:Radial_head_of_flexor_digitorum_superficialis	caput radiale (musculus flexor digitorum superficialis) <sep> radial head of flexor digitorum superficialis <sep> caput radiale musculus flexoris digitorum superficialis
fma:Radial_notch_of_ulna	radial notch <sep> radial notch of ulna <sep> incisura radialis
fma:Radial_recurrent_artery	radial recurrent artery <sep> arteria recurrens radialis
fma:Radial_tuberosity	radial tubercle <sep> radial tuberosity <sep> tuberosity of radius <sep> tuberositas radii
fma:Radial_vein	radial vein
fma:Tributary_of_brachial_vein	brachial venous tributary <sep> tributary of brachial vein
fma:Radiate_carpal_ligament	carpal radiate ligament <sep> radiate carpal ligament <sep> ligamentum carpi radiatum
fma:Radiate_ligament_of_head_of_rib	radiate ligament of head of rib <sep> ligamentum capitis costae radiatum
fma:Radiate_sternocostal_ligament	ligamentum sternocostale radiatum <sep> radiate sternocostal ligament <sep> sternocostal radiate ligament
fma:Radiation_of_neuraxis	neuraxis radiation <sep> radiation of neuraxis
fma:Radiation_of_corpus_callosum	corpus callosum radiation <sep> radiation of corpus callosum <sep> radiatio corporis callosi
fma:Radiological_lung_zone	lung zone viewed radiologically <sep> radiological lung zone
fma:Ramus_of_mandible	mandibular ramus <sep> ramus of mandible <sep> ramus mandibulae
fma:Zone_of_mandible	mandibular zone <sep> zone of mandible
fma:Raphe_of_penis	penile raphe <sep> raphe of penis <sep> raphe penis
fma:Raphe_of_scrotum	raphe of scrotum <sep> scrotal raphe <sep> raphe scroti
fma:Rectal_ampulla	rectal ampulla <sep> ampulla recti
fma:Rectal_gland	rectal gland
fma:Rectouterine_fold	fold of douglas <sep> posterior ligament of uterus <sep> recto-uterine fold <sep> rectouterine fold <sep> rectovaginal fold <sep> plica rectouterina
fma:Rectouterine_pouch	excavatio recto-uterina <sep> pouch of douglas <sep> recto-uterine pouch <sep> rectouterine pouch <sep> rectouterine space <sep> excavatio rectouterina
fma:Rectovaginal_septum	rectovaginal fascia <sep> rectovaginal septum <sep> fascia rectovaginalis <sep> septum rectovaginale
fma:Rectovesical_septum	rectoprostatic fascia <sep> rectovesical fascia <sep> rectovesical septum <sep> fascia rectoprostatica <sep> septum rectovesicale
fma:Rectus_capitis_anterior	anterior rectus capitis <sep> rectus capitis anterior <sep> musculus rectus capitis anterior
fma:Rectus_capitis_lateralis	lateral rectus capitis <sep> rectus capitis lateralis <sep> musculus rectus capitis lateralis
fma:Rectus_capitis_posterior_major	greater posterior rectus capitis <sep> rectus capitis posterior major <sep> musculus rectus capitis posterior major
fma:Rectus_capitis_posterior_minor	lesser posterior rectus capitis <sep> rectus capitis posterior minor <sep> musculus rectus capitis posterior minor
fma:Recurrent_interosseous_artery	recurrent interosseous artery <sep> arteria interossea recurrens
fma:Recurrent_meningeal_branch_of_lacrimal_artery	anastomotic branch of lacrimal artery with middle meningeal artery <sep> ramus anastomoticus cum arteria meningea media (arteria lacrimalis) <sep> recurrent meningeal branch of lacrimal artery <sep> ramus anastomoticus cum arteria meningea media arteria lacrimalis
fma:Red_blood_cell_precursor	red blood cell precursor
fma:Red_bone_marrow	red bone marrow <sep> medulla ossium rubra
fma:Red_nucleus	red nucleus <sep> nucleus rotundus subthalamo-peduncularis <sep> nucleus ruber <sep> nucleus ruber tegmenti (stilling)
fma:Reflected_head_of_rectus_femoris	caput reflexum (musculus rectus femoris) <sep> reflected head of rectus femoris <sep> caput reflexum musculus rectus femoris
fma:Zone_of_rectus_femoris	rectus femoris zone <sep> zone of rectus femoris
fma:Reflected_inguinal_ligament	colles' ligament <sep> ligamentum inguinale reflexum <sep> reflected inguinal ligament <sep> reflected ligament <sep> reflected part of inguinal ligament <sep> ligamentum reflexum
fma:Region_of_adrenal_cortex	adrenal cortical region <sep> region of adrenal cortex
fma:Region_of_cochlear_duct	cochlear ductal region <sep> region of cochlear duct
fma:Region_of_cytoplasm	cytoplasmic region <sep> region of cytoplasm
fma:Region_of_investing_fascia_of_hand	region of investing fascia of hand
fma:Region_of_palmar_aponeurosis	palmar aponeurosis region <sep> region of palmar aponeurosis
fma:Region_of_pleura	pleural subdivision <sep> region of pleura
fma:Region_of_pelvic_peritoneum	pelvic peritoneum subdivision <sep> region of pelvic peritoneum
fma:Region_of_plantar_aponeurosis	plantar aponeurosis region <sep> region of plantar aponeurosis
fma:Region_of_sclera	region of sclera <sep> sclera subdivision
fma:Region_of_surface_of_cartilage_organ	region of surface of cartilage organ
fma:Region_of_surface_of_carpal_bone	region of surface of carpal bone
fma:Region_of_surface_of_long_bone	region of surface of long bone
fma:Region_of_surface_of_thyroid_cartilage	region of surface of thyroid cartilage
fma:Region_of_wall_of_cardiac_chamber	region of wall of cardiac chamber
fma:Region_of_wall_of_cochlear_duct	region of wall of cochlear duct
fma:Region_of_wall_of_male_genital_duct	region of wall of male genital duct
fma:Region_of_wall_of_right_ventricle	region of wall of right ventricle
fma:Region_of_wall_of_seminal_vesicle	region of wall of seminal vesicle
fma:Region_of_wall_of_venous_tree_organ	region of wall of venous tree organ
fma:Renal_branch_of_vagus_nerve	renal branch of vagus nerve
fma:Renal_impression_of_liver	impressio renalis <sep> renal impression of liver <sep> renal impression on liver <sep> impressio renalis hepatis
fma:Renal_impression_of_spleen	facies renalis (splen)(lien) <sep> renal impression of spleen <sep> renal impression on spleen <sep> renal surface of spleen <sep> facies renalis splenica
fma:Renal_nerve_plexus	renal nerve plexus <sep> renal plexus <sep> plexus nervosus renalis <sep> plexus renalis
fma:Renal_sinus	renal sinus <sep> sinus renalis
fma:Renal_surface_of_adrenal_gland	facies renalis (glandula suprarenalis) <sep> renal surface of adrenal gland <sep> renal surface of suprarenal gland <sep> facies renalis glandulae suprarenalis
fma:Respiratory_air	respiratory air
fma:Reticular_formation_of_spinal_cord	reticular formation of spinal cord <sep> spinal reticular formation <sep> formatio reticularis spinalis
fma:Reticuloendothelial_cell	reticuloendothelial cell
fma:Retrocecal_lymph_node	retrocaecal node <sep> retrocecal lymph node <sep> retrocecal node
fma:Retrocecal_recess	retrocaecal recess <sep> retrocecal recess <sep> recessus retrocaecalis
fma:Retroduodenal_recess	retroduodenal recess <sep> recessus retroduodenalis
fma:Retrohyoid_bursa	boyer's bursa <sep> retrohyoid bursa <sep> bursa retrohyoidea
fma:Retromammary_fat	retromammary fat
fma:Zone_of_superficial_fascia_of_breast	zone of superficial fascia of breast
fma:Retromammary_space	retromammary space
fma:Retroperitoneal_lymph_node	retroperitoneal lymph node <sep> retroperitoneal node
fma:Retropharyngeal_compartment	retropharyngeal compartment <sep> spatium retropharyngeum
