Entity-IRI	Entity-Lexicon
snomed:Structure_of_sphenopalatine_ganglion	structure of sphenopalatine ganglion
snomed:Structure_of_sphenoparietal_sinus	structure of sphenoparietal sinus
snomed:Structure_of_sphenoparietal_suture_of_skull	structure of sphenoparietal suture of skull
snomed:Structure_of_sphenopetrosal_synchondrosis	structure of sphenopetrosal synchondrosis
snomed:Structure_of_sphenosquamous_suture_of_skull	structure of sphenosquamous suture of skull
snomed:Structure_of_spinal_cord_dorsal_intermediate_sulcus	structure of spinal cord dorsal intermediate sulcus
snomed:Structure_of_spinal_cord_dorsal_median_sulcus	structure of spinal cord dorsal median sulcus
snomed:Structure_of_spinal_cord_spino_olivary_tract	structure of spinal cord spino-olivary tract
snomed:Structure_of_spinal_cord_ventral_lateral_sulcus	structure of spinal cord ventral lateral sulcus
snomed:Structure_of_spinal_nerve_communicating_branch	structure of spinal nerve communicating branch
snomed:Structure_of_spinal_nerve_dorsal_branch	structure of spinal nerve dorsal branch
snomed:Structure_of_spinal_nerve_meningeal_branch	structure of spinal nerve meningeal branch
snomed:Structure_of_spinal_nerve_ventral_branch	structure of spinal nerve ventral branch
snomed:Structure_of_spinal_trigeminal_tract_of_pons	structure of spinal trigeminal tract of pons
snomed:Structure_of_spinalis_capitis_muscle	structure of spinalis capitis muscle
snomed:Structure_of_spinalis_thoracis_muscle	structure of spinalis thoracis muscle
snomed:Structure_of_spine_of_helix	structure of spine of helix
snomed:Structure_of_spine_of_scapula	structure of spine of scapula
snomed:Structure_of_spinotectal_tract	structure of spinotectal tract
snomed:Structure_of_spinothalamic_tract_of_midbrain	structure of spinothalamic tract of midbrain
snomed:Structure_of_spinothalamic_tract_of_pons	structure of spinothalamic tract of pons
snomed:Structure_of_spinous_process_of_vertebra	structure of spinous process of vertebra
snomed:Structure_of_spinous_process_of_eighth_thoracic_vertebra	structure of spinous process of eighth thoracic vertebra
snomed:Structure_of_spinous_process_of_thoracic_vertebra	structure of spinous process of thoracic vertebra
snomed:Structure_of_spinous_process_of_eleventh_thoracic_vertebra	structure of spinous process of eleventh thoracic vertebra
snomed:Structure_of_spinous_process_of_fifth_cervical_vertebra	structure of spinous process of fifth cervical vertebra
snomed:Structure_of_spinous_process_of_fifth_lumbar_vertebra	structure of spinous process of fifth lumbar vertebra
snomed:Structure_of_spinous_process_of_lumbar_vertebra	structure of spinous process of lumbar vertebra
snomed:Structure_of_spinous_process_of_fifth_thoracic_vertebra	structure of spinous process of fifth thoracic vertebra
snomed:Structure_of_spinous_process_of_first_lumbar_vertebra	structure of spinous process of first lumbar vertebra
snomed:Structure_of_spinous_process_of_first_thoracic_vertebra	structure of spinous process of first thoracic vertebra
snomed:Structure_of_spinous_process_of_fourth_cervical_vertebra	structure of spinous process of fourth cervical vertebra
snomed:Structure_of_spinous_process_of_fourth_lumbar_vertebra	structure of spinous process of fourth lumbar vertebra
snomed:Structure_of_spinous_process_of_fourth_thoracic_vertebra	structure of spinous process of fourth thoracic vertebra
snomed:Structure_of_spinous_process_of_ninth_thoracic_vertebra	structure of spinous process of ninth thoracic vertebra
snomed:Structure_of_spinous_process_of_second_lumbar_vertebra	structure of spinous process of second lumbar vertebra
snomed:Structure_of_spinous_process_of_second_thoracic_vertebra	structure of spinous process of second thoracic vertebra
snomed:Structure_of_spinous_process_of_seventh_cervical_vertebra	structure of spinous process of seventh cervical vertebra
snomed:Structure_of_spinous_process_of_seventh_thoracic_vertebra	structure of spinous process of seventh thoracic vertebra
snomed:Structure_of_spinous_process_of_sixth_cervical_vertebra	structure of spinous process of sixth cervical vertebra
snomed:Structure_of_spinous_process_of_sixth_thoracic_vertebra	structure of spinous process of sixth thoracic vertebra
snomed:Structure_of_spinous_process_of_tenth_thoracic_vertebra	structure of spinous process of tenth thoracic vertebra
snomed:Structure_of_spinous_process_of_third_cervical_vertebra	structure of spinous process of third cervical vertebra
snomed:Structure_of_spinous_process_of_third_lumbar_vertebra	structure of spinous process of third lumbar vertebra
snomed:Structure_of_spinous_process_of_third_thoracic_vertebra	structure of spinous process of third thoracic vertebra
snomed:Structure_of_spinous_process_of_twelfth_thoracic_vertebra	structure of spinous process of twelfth thoracic vertebra
snomed:Structure_of_spiral_canal_of_modiolus	structure of spiral canal of modiolus
snomed:Structure_of_spiral_ganglion	structure of spiral ganglion
snomed:Structure_of_spiral_modiolar_artery	structure of spiral modiolar artery
snomed:Structure_of_splenic_branch_of_splenic_artery	structure of splenic branch of splenic artery
snomed:Structure_of_splenic_fossa_of_omental_sac	structure of splenic fossa of omental sac
snomed:Structure_of_splenic_lymph_node	structure of splenic lymph node
snomed:Structure_of_splenic_plexus	structure of splenic plexus
snomed:Structure_of_splenic_vein	structure of splenic vein
snomed:Structure_of_splenius_capitis_muscle	structure of splenius capitis muscle
snomed:Structure_of_splenius_cervicis_muscle	structure of splenius cervicis muscle
snomed:Structure_of_squamomastoid_suture_of_skull	structure of squamomastoid suture of skull
snomed:Structure_of_squamous_suture_of_skull	structure of squamous suture of skull
snomed:Structure_of_squamous_part_of_occipital_bone	structure of squamous part of occipital bone
snomed:Structure_of_squamous_part_of_temporal_bone	structure of squamous part of temporal bone
snomed:Structure_of_stellate_ganglion	structure of stellate ganglion
snomed:Structure_of_stellate_vein_of_kidney	structure of stellate vein of kidney
snomed:Structure_of_sternal_angle	structure of sternal angle
snomed:Structure_of_sternal_branch_of_internal_thoracic_artery	structure of sternal branch of internal thoracic artery
snomed:Structure_of_sternal_end_of_clavicle	structure of sternal end of clavicle
snomed:Structure_of_sternal_facet_of_clavicle	structure of sternal facet of clavicle
snomed:Structure_of_sternal_membrane	structure of sternal membrane
snomed:Structure_of_sternal_part_of_diaphragm	structure of sternal part of diaphragm
snomed:Structure_of_sternocleidomastoid_branch_of_occipital_artery	structure of sternocleidomastoid branch of occipital artery
snomed:Structure_of_sternocleidomastoid_branch_of_superior_thyroid_artery	structure of sternocleidomastoid branch of superior thyroid artery
snomed:Structure_of_sternocleidomastoid_vein	structure of sternocleidomastoid vein
snomed:Structure_of_sternocostal_part_of_pectoralis_major_muscle	structure of sternocostal part of pectoralis major muscle
snomed:Structure_of_sternocostal_radiate_ligaments	structure of sternocostal radiate ligaments
snomed:Structure_of_sternocostal_surface_of_heart	structure of sternocostal surface of heart
snomed:Structure_of_sternohyoid_muscle	structure of sternohyoid muscle
snomed:Structure_of_sternothyroid_muscle	structure of sternothyroid muscle
snomed:Structure_of_straight_head_of_rectus_femoris_muscle	structure of straight head of rectus femoris muscle
snomed:Structure_of_straight_portion_of_distal_convoluted_renal_tubule	structure of straight portion of distal convoluted renal tubule
snomed:Structure_of_straight_seminiferous_tubule	structure of straight seminiferous tubule
snomed:Structure_of_straight_sinus	structure of straight sinus
snomed:Structure_of_stratum_granulosum_of_ovarian_follicle	structure of stratum granulosum of ovarian follicle
snomed:Vesicular_ovarian_follicle_structure	vesicular ovarian follicle structure
snomed:Structure_of_stria_mallearis	structure of stria mallearis
snomed:Structure_of_stria_vascularis_of_cochlea	structure of stria vascularis of cochlea
snomed:Structure_of_stroma_of_iris	structure of stroma of iris
snomed:Structure_of_stroma_of_thyroid_gland	structure of stroma of thyroid gland
snomed:Structure_of_styloglossus_muscle	structure of styloglossus muscle
snomed:Structure_of_stylohyoid_ligament	structure of stylohyoid ligament
snomed:Structure_of_stylohyoid_muscle	structure of stylohyoid muscle
snomed:Structure_of_styloid_process_of_radius	structure of styloid process of radius
snomed:Structure_of_styloid_process_of_temporal_bone	structure of styloid process of temporal bone
snomed:Structure_of_styloid_process_of_third_metacarpal_bone	structure of styloid process of third metacarpal bone
snomed:Structure_of_styloid_process_of_ulna	structure of styloid process of ulna
snomed:Structure_of_stylomandibular_ligament_of_temporomandibular_joint	structure of stylomandibular ligament of temporomandibular joint
snomed:Structure_of_stylomastoid_foramen	structure of stylomastoid foramen
snomed:Structure_of_stylomastoid_vein	structure of stylomastoid vein
snomed:Structure_of_subacromial_bursa	structure of subacromial bursa
snomed:Structure_of_subapical_branch_of_left_pulmonary_artery	structure of subapical branch of left pulmonary artery
snomed:Structure_of_subapical_branch_of_right_pulmonary_artery	structure of subapical branch of right pulmonary artery
snomed:Subarachnoid_space_structure	subarachnoid space structure
snomed:Structure_of_subcarinal_lymph_node	structure of subcarinal lymph node
snomed:Tracheobronchial_lymph_node	tracheobronchial lymph node
snomed:Tracheobronchial_lymph_node_located_near_carina	tracheobronchial lymph node located near carina
snomed:Structure_of_subclavian_lymph_node	structure of subclavian lymph node
snomed:Structure_of_subclavian_lymphatic_trunk	structure of subclavian lymphatic trunk
snomed:Structure_of_subclavian_plexus	structure of subclavian plexus
snomed:Structure_of_subclavian_vein	structure of subclavian vein
snomed:Structure_of_subclavius_muscle	structure of subclavius muscle
snomed:Structure_of_subcommissural_organ	structure of subcommissural organ
snomed:Structure_of_subcostal_artery	structure of subcostal artery
snomed:Structure_of_subcostal_muscle	structure of subcostal muscle
snomed:Structure_of_subcostal_nerve	structure of subcostal nerve
snomed:Structure_of_subcutaneous_acromial_bursa	structure of subcutaneous acromial bursa
snomed:Structure_of_subcutaneous_bursa	structure of subcutaneous bursa
snomed:Structure_of_subcutaneous_bursa_of_laryngeal_prominence	structure of subcutaneous bursa of laryngeal prominence
snomed:Structure_of_subcutaneous_bursa_of_tibial_tuberosity	structure of subcutaneous bursa of tibial tuberosity
snomed:Structure_of_subcutaneous_calcaneal_bursa	structure of subcutaneous calcaneal bursa
snomed:Structure_of_subcutaneous_infrapatellar_bursa	structure of subcutaneous infrapatellar bursa
snomed:Structure_of_subcutaneous_olecranon_bursa	structure of subcutaneous olecranon bursa
snomed:Structure_of_subcutaneous_prepatellar_bursa	structure of subcutaneous prepatellar bursa
snomed:Structure_of_subcutaneous_trochanteric_bursa	structure of subcutaneous trochanteric bursa
snomed:Structure_of_subcutaneous_vein_of_abdomen	structure of subcutaneous vein of abdomen
snomed:Structure_of_superficial_vein	structure of superficial vein
snomed:Structure_of_subdeltoid_bursa	structure of subdeltoid bursa
snomed:Structure_of_subfascial_bursa	structure of subfascial bursa
snomed:Structure_of_subfascial_prepatellar_bursa	structure of subfascial prepatellar bursa
snomed:Structure_of_subfascicular_nucleus_of_thalamus	structure of subfascicular nucleus of thalamus
snomed:Structure_of_subiculum_hippocampi	structure of subiculum hippocampi
snomed:Structure_of_sublingual_branch_of_lingual_artery	structure of sublingual branch of lingual artery
snomed:Structure_of_sublingual_vein	structure of sublingual vein
snomed:Structure_of_submandibular_lymph_node	structure of submandibular lymph node
snomed:Structure_of_submaxillary_ganglion	structure of submaxillary ganglion
snomed:Structure_of_submedial_nucleus_of_thalamus	structure of submedial nucleus of thalamus
snomed:Structure_of_submental_artery	structure of submental artery
snomed:Structure_of_submental_lymph_node	structure of submental lymph node
snomed:Structure_of_submental_vein	structure of submental vein
snomed:Structure_of_submucosa_of_anal_canal	structure of submucosa of anal canal
snomed:Structure_of_submuscular_bursa	structure of submuscular bursa
snomed:Structure_of_suboccipital_nerve	structure of suboccipital nerve
snomed:Suboccipital_region_structure	suboccipital region structure
snomed:Structure_of_suboccipital_venous_plexus	structure of suboccipital venous plexus
